Year,SA3_MAIN11,SA3_NAME11,Estimated_resident_population
2001,70103,Litchfield,15344
2002,70103,Litchfield,15407
2003,70103,Litchfield,15410
2004,70103,Litchfield,15537
2005,70103,Litchfield,15800
2006,70103,Litchfield,16045
2007,70103,Litchfield,16998
2008,70103,Litchfield,17983
2009,70103,Litchfield,18808
2010,70103,Litchfield,19456
2011,70103,Litchfield,19802
2012,70103,Litchfield,20711
2013,70103,Litchfield,21857
2014,70103,Litchfield,22823
2015,70103,Litchfield,24339
2016,70103,Litchfield,24923
1991,70104,Palmerston,8096
1992,70104,Palmerston,8751
1993,70104,Palmerston,9744
1994,70104,Palmerston,10998
1995,70104,Palmerston,12229
1996,70104,Palmerston,13552
1997,70104,Palmerston,15814
1998,70104,Palmerston,17596
1999,70104,Palmerston,19569
2000,70104,Palmerston,20834
2001,70104,Palmerston,22325
2002,70104,Palmerston,23020
2003,70104,Palmerston,23073
2004,70104,Palmerston,23334
2005,70104,Palmerston,24080
2006,70104,Palmerston,25083
2007,70104,Palmerston,26157
2008,70104,Palmerston,27495
2009,70104,Palmerston,28523
2010,70104,Palmerston,29055
2011,70104,Palmerston,29290
2012,70104,Palmerston,30504
2013,70104,Palmerston,32424
2014,70104,Palmerston,33886
2015,70104,Palmerston,34984
2016,70104,Palmerston,35667
1991,70201,Alice Springs,33519
1992,70201,Alice Springs,34211
1993,70201,Alice Springs,34806
1994,70201,Alice Springs,35295
1995,70201,Alice Springs,36001
1996,70201,Alice Springs,36814
1997,70201,Alice Springs,37588
1998,70201,Alice Springs,38107
1999,70201,Alice Springs,38833
2000,70201,Alice Springs,39658
2001,70201,Alice Springs,40207
2002,70201,Alice Springs,40194
2003,70201,Alice Springs,39960
2004,70201,Alice Springs,39780
2005,70201,Alice Springs,39710
2006,70201,Alice Springs,39727
2007,70201,Alice Springs,39898
2008,70201,Alice Springs,40364
2009,70201,Alice Springs,40918
2010,70201,Alice Springs,41152
2011,70201,Alice Springs,41023
2012,70201,Alice Springs,41230
2013,70201,Alice Springs,41477
2014,70201,Alice Springs,40828
2015,70201,Alice Springs,40164
2016,70201,Alice Springs,39718
1991,70202,Barkly,5992
1992,70202,Barkly,6255
1993,70202,Barkly,6383
1994,70202,Barkly,6463
1995,70202,Barkly,6557
1996,70202,Barkly,6665
1997,70202,Barkly,6706
1998,70202,Barkly,6586
1999,70202,Barkly,6435
2000,70202,Barkly,6259
2001,70202,Barkly,6041
2002,70202,Barkly,5955
2003,70202,Barkly,5871
2004,70202,Barkly,5858
2005,70202,Barkly,5988
2006,70202,Barkly,6110
2007,70202,Barkly,6240
2008,70202,Barkly,6395
2009,70202,Barkly,6502
2010,70202,Barkly,6555
2011,70202,Barkly,6563
2012,70202,Barkly,6558
2013,70202,Barkly,6548
2014,70202,Barkly,6424
2015,70202,Barkly,6353
2016,70202,Barkly,6241
1991,70203,Daly - Tiwi - West Arnhem,12275
1992,70203,Daly - Tiwi - West Arnhem,12435
1993,70203,Daly - Tiwi - West Arnhem,12623
1994,70203,Daly - Tiwi - West Arnhem,12792
1995,70203,Daly - Tiwi - West Arnhem,13116
1996,70203,Daly - Tiwi - West Arnhem,13517
1997,70203,Daly - Tiwi - West Arnhem,14022
1998,70203,Daly - Tiwi - West Arnhem,14332
1999,70203,Daly - Tiwi - West Arnhem,14508
2000,70203,Daly - Tiwi - West Arnhem,14592
2001,70203,Daly - Tiwi - West Arnhem,14731
2002,70203,Daly - Tiwi - West Arnhem,14804
2003,70203,Daly - Tiwi - West Arnhem,14875
2004,70203,Daly - Tiwi - West Arnhem,15014
2005,70203,Daly - Tiwi - West Arnhem,15301
2006,70203,Daly - Tiwi - West Arnhem,15651
2007,70203,Daly - Tiwi - West Arnhem,16056
2008,70203,Daly - Tiwi - West Arnhem,16574
2009,70203,Daly - Tiwi - West Arnhem,17218
2010,70203,Daly - Tiwi - West Arnhem,17741
2011,70203,Daly - Tiwi - West Arnhem,18099
2012,70203,Daly - Tiwi - West Arnhem,18334
2013,70203,Daly - Tiwi - West Arnhem,18652
2014,70203,Daly - Tiwi - West Arnhem,18447
2015,70203,Daly - Tiwi - West Arnhem,18363
2016,70203,Daly - Tiwi - West Arnhem,18216
1991,70204,East Arnhem,11594
1992,70204,East Arnhem,11633
1993,70204,East Arnhem,11684
1994,70204,East Arnhem,11807
1995,70204,East Arnhem,11944
1996,70204,East Arnhem,12235
1997,70204,East Arnhem,12690
1998,70204,East Arnhem,12988
1999,70204,East Arnhem,13188
2000,70204,East Arnhem,13368
2001,70204,East Arnhem,13512
2002,70204,East Arnhem,13663
2003,70204,East Arnhem,13727
2004,70204,East Arnhem,13942
2005,70204,East Arnhem,14454
2006,70204,East Arnhem,14872
2007,70204,East Arnhem,15182
2008,70204,East Arnhem,15527
2009,70204,East Arnhem,15842
2010,70204,East Arnhem,16077
2011,70204,East Arnhem,16101
2012,70204,East Arnhem,16226
2013,70204,East Arnhem,16457
2014,70204,East Arnhem,15987
2015,70204,East Arnhem,14975
2016,70204,East Arnhem,14802
1991,70205,Katherine,15699
1992,70205,Katherine,16178
1993,70205,Katherine,16642
1994,70205,Katherine,17127
1995,70205,Katherine,17555
1996,70205,Katherine,18038
1997,70205,Katherine,18231
1998,70205,Katherine,18497
1999,70205,Katherine,18703
2000,70205,Katherine,18860
2001,70205,Katherine,18972
2002,70205,Katherine,18956
2003,70205,Katherine,18859
2004,70205,Katherine,18858
2005,70205,Katherine,19064
2006,70205,Katherine,19236
2007,70205,Katherine,19437
2008,70205,Katherine,19804
2009,70205,Katherine,20232
2010,70205,Katherine,20424
2011,70205,Katherine,20400
2012,70205,Katherine,20729
2013,70205,Katherine,21043
2014,70205,Katherine,21083
2015,70205,Katherine,21014
2016,70205,Katherine,20847
1991,79797,Migratory - Offshore - Shipping (NT),0
1992,79797,Migratory - Offshore - Shipping (NT),0
1993,79797,Migratory - Offshore - Shipping (NT),0
1994,79797,Migratory - Offshore - Shipping (NT),0
1995,79797,Migratory - Offshore - Shipping (NT),0
1996,79797,Migratory - Offshore - Shipping (NT),0
1997,79797,Migratory - Offshore - Shipping (NT),0
1998,79797,Migratory - Offshore - Shipping (NT),0
1999,79797,Migratory - Offshore - Shipping (NT),0
2000,79797,Migratory - Offshore - Shipping (NT),0
2001,79797,Migratory - Offshore - Shipping (NT),0
2002,79797,Migratory - Offshore - Shipping (NT),0
2003,79797,Migratory - Offshore - Shipping (NT),0
2004,79797,Migratory - Offshore - Shipping (NT),0
2005,79797,Migratory - Offshore - Shipping (NT),0
2006,79797,Migratory - Offshore - Shipping (NT),0
2007,79797,Migratory - Offshore - Shipping (NT),0
2008,79797,Migratory - Offshore - Shipping (NT),0
2009,79797,Migratory - Offshore - Shipping (NT),0
2010,79797,Migratory - Offshore - Shipping (NT),0
2011,79797,Migratory - Offshore - Shipping (NT),0
2012,79797,Migratory - Offshore - Shipping (NT),0
2013,79797,Migratory - Offshore - Shipping (NT),0
2014,79797,Migratory - Offshore - Shipping (NT),0
2015,79797,Migratory - Offshore - Shipping (NT),0
2016,79797,Migratory - Offshore - Shipping (NT),0
1991,79999,Special Purpose Codes SA3 (NT),0
1992,79999,Special Purpose Codes SA3 (NT),0
1993,79999,Special Purpose Codes SA3 (NT),0
1994,79999,Special Purpose Codes SA3 (NT),0
1995,79999,Special Purpose Codes SA3 (NT),0
1996,79999,Special Purpose Codes SA3 (NT),0
1997,79999,Special Purpose Codes SA3 (NT),0
1998,79999,Special Purpose Codes SA3 (NT),0
1999,79999,Special Purpose Codes SA3 (NT),0
2000,79999,Special Purpose Codes SA3 (NT),0
2001,79999,Special Purpose Codes SA3 (NT),0
2002,79999,Special Purpose Codes SA3 (NT),0
2003,79999,Special Purpose Codes SA3 (NT),0
2004,79999,Special Purpose Codes SA3 (NT),0
2005,79999,Special Purpose Codes SA3 (NT),0
2006,79999,Special Purpose Codes SA3 (NT),0
2007,79999,Special Purpose Codes SA3 (NT),0
2008,79999,Special Purpose Codes SA3 (NT),0
2009,79999,Special Purpose Codes SA3 (NT),0
2010,79999,Special Purpose Codes SA3 (NT),0
2011,79999,Special Purpose Codes SA3 (NT),0
2012,79999,Special Purpose Codes SA3 (NT),0
2013,79999,Special Purpose Codes SA3 (NT),0
2014,79999,Special Purpose Codes SA3 (NT),0
2015,79999,Special Purpose Codes SA3 (NT),0
2016,79999,Special Purpose Codes SA3 (NT),0
1991,80101,Belconnen,89443
1992,80101,Belconnen,88685
1993,80101,Belconnen,87620
1994,80101,Belconnen,86181
1995,80101,Belconnen,85706
1996,80101,Belconnen,85987
1997,80101,Belconnen,85246
1998,80101,Belconnen,85049
1999,80101,Belconnen,85041
2000,80101,Belconnen,85577
2001,80101,Belconnen,86182
2002,80101,Belconnen,86942
2003,80101,Belconnen,87333
2004,80101,Belconnen,87018
2005,80101,Belconnen,87088
2006,80101,Belconnen,87291
2007,80101,Belconnen,89631
2008,80101,Belconnen,91064
2009,80101,Belconnen,92757
2010,80101,Belconnen,95023
2011,80101,Belconnen,95649
2012,80101,Belconnen,96557
2013,80101,Belconnen,97385
2014,80101,Belconnen,97501
2015,80101,Belconnen,97498
2016,80101,Belconnen,97805
1991,80102,Cotter - Namadgi,617
1992,80102,Cotter - Namadgi,617
1993,80102,Cotter - Namadgi,587
1994,80102,Cotter - Namadgi,545
1995,80102,Cotter - Namadgi,535
1996,80102,Cotter - Namadgi,506
1997,80102,Cotter - Namadgi,511
1998,80102,Cotter - Namadgi,513
1999,80102,Cotter - Namadgi,520
2000,80102,Cotter - Namadgi,524
2001,80102,Cotter - Namadgi,527
2002,80102,Cotter - Namadgi,509
2003,80102,Cotter - Namadgi,477
2004,80102,Cotter - Namadgi,461
2005,80102,Cotter - Namadgi,441
2006,80102,Cotter - Namadgi,418
2007,80102,Cotter - Namadgi,425
2008,80102,Cotter - Namadgi,434
2009,80102,Cotter - Namadgi,467
2010,80102,Cotter - Namadgi,531
2011,80102,Cotter - Namadgi,567
2012,80102,Cotter - Namadgi,615
2013,80102,Cotter - Namadgi,810
2014,80102,Cotter - Namadgi,1746
2015,80102,Cotter - Namadgi,3883
2016,80102,Cotter - Namadgi,5415
1991,80103,Fyshwick - Pialligo - Hume,1815
1992,80103,Fyshwick - Pialligo - Hume,1795
1993,80103,Fyshwick - Pialligo - Hume,1789
1994,80103,Fyshwick - Pialligo - Hume,1745
1995,80103,Fyshwick - Pialligo - Hume,1652
1996,80103,Fyshwick - Pialligo - Hume,1587
1997,80103,Fyshwick - Pialligo - Hume,1561
1998,80103,Fyshwick - Pialligo - Hume,1519
1999,80103,Fyshwick - Pialligo - Hume,1474
2000,80103,Fyshwick - Pialligo - Hume,1441
2001,80103,Fyshwick - Pialligo - Hume,1399
2002,80103,Fyshwick - Pialligo - Hume,1369
2003,80103,Fyshwick - Pialligo - Hume,1346
2004,80103,Fyshwick - Pialligo - Hume,1315
2005,80103,Fyshwick - Pialligo - Hume,1245
2006,80103,Fyshwick - Pialligo - Hume,1184
2007,80103,Fyshwick - Pialligo - Hume,1196
2008,80103,Fyshwick - Pialligo - Hume,1207
2009,80103,Fyshwick - Pialligo - Hume,1388
2010,80103,Fyshwick - Pialligo - Hume,1477
2011,80103,Fyshwick - Pialligo - Hume,1549
2012,80103,Fyshwick - Pialligo - Hume,1561
2013,80103,Fyshwick - Pialligo - Hume,1559
2014,80103,Fyshwick - Pialligo - Hume,1558
2015,80103,Fyshwick - Pialligo - Hume,1580
2016,80103,Fyshwick - Pialligo - Hume,1624
1991,80104,Gungahlin,455
1992,80104,Gungahlin,801
1993,80104,Gungahlin,3755
1994,80104,Gungahlin,6746
1995,80104,Gungahlin,10233
1996,80104,Gungahlin,12741
1997,80104,Gungahlin,15234
1998,80104,Gungahlin,17344
1999,80104,Gungahlin,19807
2000,80104,Gungahlin,21860
2001,80104,Gungahlin,24568
2002,80104,Gungahlin,26104
2003,80104,Gungahlin,27916
2004,80104,Gungahlin,29802
2005,80104,Gungahlin,31029
2006,80104,Gungahlin,32750
2007,80104,Gungahlin,34972
2008,80104,Gungahlin,37534
2009,80104,Gungahlin,40004
2010,80104,Gungahlin,43101
2011,80104,Gungahlin,48337
2012,80104,Gungahlin,53856
2013,80104,Gungahlin,58823
2014,80104,Gungahlin,63730
2015,80104,Gungahlin,68581
2016,80104,Gungahlin,72408
1991,80105,North Canberra,39850
1992,80105,North Canberra,39696
1993,80105,North Canberra,39210
1994,80105,North Canberra,38961
1995,80105,North Canberra,38596
1996,80105,North Canberra,38617
1997,80105,North Canberra,38332
1998,80105,North Canberra,38033
1999,80105,North Canberra,37995
2000,80105,North Canberra,38242
2001,80105,North Canberra,38610
2002,80105,North Canberra,39466
2003,80105,North Canberra,40699
2004,80105,North Canberra,41766
2005,80105,North Canberra,42653
2006,80105,North Canberra,43831
2007,80105,North Canberra,45388
2008,80105,North Canberra,46572
2009,80105,North Canberra,47712
2010,80105,North Canberra,48739
2011,80105,North Canberra,49910
2012,80105,North Canberra,51131
2013,80105,North Canberra,52087
2014,80105,North Canberra,52577
2015,80105,North Canberra,53247
2016,80105,North Canberra,54105
1991,80106,South Canberra,20955
1992,80106,South Canberra,20955
1993,80106,South Canberra,21156
1994,80106,South Canberra,21262
1995,80106,South Canberra,21481
1996,80106,South Canberra,21618
1997,80106,South Canberra,21911
1998,80106,South Canberra,21924
1999,80106,South Canberra,22101
2000,80106,South Canberra,22157
2001,80106,South Canberra,22300
2002,80106,South Canberra,22420
2003,80106,South Canberra,22444
2004,80106,South Canberra,22483
2005,80106,South Canberra,22993
2006,80106,South Canberra,23746
2007,80106,South Canberra,24231
2008,80106,South Canberra,24406
2009,80106,South Canberra,24664
2010,80106,South Canberra,24925
2011,80106,South Canberra,25176
2012,80106,South Canberra,25724
2013,80106,South Canberra,26053
2014,80106,South Canberra,26393
2015,80106,South Canberra,26925
2016,80106,South Canberra,27608
1991,80107,Tuggeranong,74412
1992,80107,Tuggeranong,81051
1993,80107,Tuggeranong,85293
1994,80107,Tuggeranong,87886
1995,80107,Tuggeranong,89386
1996,80107,Tuggeranong,90507
1997,80107,Tuggeranong,90439
1998,80107,Tuggeranong,90387
1999,80107,Tuggeranong,90620
2000,80107,Tuggeranong,91058
2001,80107,Tuggeranong,91507
2002,80107,Tuggeranong,91299
2003,80107,Tuggeranong,91176
2004,80107,Tuggeranong,90558
2005,80107,Tuggeranong,90227
2006,80107,Tuggeranong,90030
2007,80107,Tuggeranong,90465
2008,80107,Tuggeranong,90525
2009,80107,Tuggeranong,90748
2010,80107,Tuggeranong,90481
2011,80107,Tuggeranong,89319
2012,80107,Tuggeranong,89011
2013,80107,Tuggeranong,88321
2014,80107,Tuggeranong,87319
2015,80107,Tuggeranong,86534
2016,80107,Tuggeranong,85957
1991,80108,Weston Creek,27118
1992,80108,Weston Creek,26663
1993,80108,Weston Creek,26038
1994,80108,Weston Creek,25557
1995,80108,Weston Creek,25047
1996,80108,Weston Creek,24874
1997,80108,Weston Creek,24472
1998,80108,Weston Creek,24090
1999,80108,Weston Creek,23969
2000,80108,Weston Creek,23749
2001,80108,Weston Creek,23726
2002,80108,Weston Creek,23657
2003,80108,Weston Creek,23004
2004,80108,Weston Creek,22705
2005,80108,Weston Creek,22710
2006,80108,Weston Creek,22694
2007,80108,Weston Creek,22927
2008,80108,Weston Creek,23056
2009,80108,Weston Creek,23230
2010,80108,Weston Creek,23421
2011,80108,Weston Creek,23354
2012,80108,Weston Creek,23646
2013,80108,Weston Creek,23822
2014,80108,Weston Creek,23580
2015,80108,Weston Creek,23285
2016,80108,Weston Creek,23169
1991,80109,Woden,33921
1992,80109,Woden,33967
1993,80109,Woden,33666
1994,80109,Woden,33311
1995,80109,Woden,33202
1996,80109,Woden,33192
1997,80109,Woden,32827
1998,80109,Woden,32673
1999,80109,Woden,32644
2000,80109,Woden,32627
2001,80109,Woden,32719
2002,80109,Woden,32861
2003,80109,Woden,32962
2004,80109,Woden,32832
2005,80109,Woden,33013
2006,80109,Woden,33226
2007,80109,Woden,33409
2008,80109,Woden,33570
2009,80109,Woden,33815
2010,80109,Woden,34068
2011,80109,Woden,34124
2012,80109,Woden,34463
2013,80109,Woden,34792
2014,80109,Woden,35002
2015,80109,Woden,35157
2016,80109,Woden,35377
1991,89797,Migratory - Offshore - Shipping (ACT),0
1992,89797,Migratory - Offshore - Shipping (ACT),0
1993,89797,Migratory - Offshore - Shipping (ACT),0
1994,89797,Migratory - Offshore - Shipping (ACT),0
1995,89797,Migratory - Offshore - Shipping (ACT),0
1996,89797,Migratory - Offshore - Shipping (ACT),0
1997,89797,Migratory - Offshore - Shipping (ACT),0
1998,89797,Migratory - Offshore - Shipping (ACT),0
1999,89797,Migratory - Offshore - Shipping (ACT),0
2000,89797,Migratory - Offshore - Shipping (ACT),0
2001,89797,Migratory - Offshore - Shipping (ACT),0
2002,89797,Migratory - Offshore - Shipping (ACT),0
2003,89797,Migratory - Offshore - Shipping (ACT),0
2004,89797,Migratory - Offshore - Shipping (ACT),0
2005,89797,Migratory - Offshore - Shipping (ACT),0
2006,89797,Migratory - Offshore - Shipping (ACT),0
2007,89797,Migratory - Offshore - Shipping (ACT),0
2008,89797,Migratory - Offshore - Shipping (ACT),0
2009,89797,Migratory - Offshore - Shipping (ACT),0
2010,89797,Migratory - Offshore - Shipping (ACT),0
2011,89797,Migratory - Offshore - Shipping (ACT),0
2012,89797,Migratory - Offshore - Shipping (ACT),0
2013,89797,Migratory - Offshore - Shipping (ACT),0
2014,89797,Migratory - Offshore - Shipping (ACT),0
2015,89797,Migratory - Offshore - Shipping (ACT),0
2016,89797,Migratory - Offshore - Shipping (ACT),0
1991,89999,Special Purpose Codes SA3 (ACT),0
1992,89999,Special Purpose Codes SA3 (ACT),0
1993,89999,Special Purpose Codes SA3 (ACT),0
1994,89999,Special Purpose Codes SA3 (ACT),0
1995,89999,Special Purpose Codes SA3 (ACT),0
1996,89999,Special Purpose Codes SA3 (ACT),0
1997,89999,Special Purpose Codes SA3 (ACT),0
1998,89999,Special Purpose Codes SA3 (ACT),0
1999,89999,Special Purpose Codes SA3 (ACT),0
2000,89999,Special Purpose Codes SA3 (ACT),0
2001,89999,Special Purpose Codes SA3 (ACT),0
2002,89999,Special Purpose Codes SA3 (ACT),0
2003,89999,Special Purpose Codes SA3 (ACT),0
2004,89999,Special Purpose Codes SA3 (ACT),0
2005,89999,Special Purpose Codes SA3 (ACT),0
2006,89999,Special Purpose Codes SA3 (ACT),0
2007,89999,Special Purpose Codes SA3 (ACT),0
2008,89999,Special Purpose Codes SA3 (ACT),0
2009,89999,Special Purpose Codes SA3 (ACT),0
2010,89999,Special Purpose Codes SA3 (ACT),0
2011,89999,Special Purpose Codes SA3 (ACT),0
2012,89999,Special Purpose Codes SA3 (ACT),0
2013,89999,Special Purpose Codes SA3 (ACT),0
2014,89999,Special Purpose Codes SA3 (ACT),0
2015,89999,Special Purpose Codes SA3 (ACT),0
2016,89999,Special Purpose Codes SA3 (ACT),0
1991,90101,Christmas Island,0
1992,90101,Christmas Island,0
1993,90101,Christmas Island,0
1994,90101,Christmas Island,1501
1995,90101,Christmas Island,1644
1996,90101,Christmas Island,1832
1997,90101,Christmas Island,1675
1998,90101,Christmas Island,1607
1999,90101,Christmas Island,1545
2000,90101,Christmas Island,1472
2001,90101,Christmas Island,1442
2002,90101,Christmas Island,1365
2003,90101,Christmas Island,1337
2004,90101,Christmas Island,1355
2005,90101,Christmas Island,1380
2006,90101,Christmas Island,1403
2007,90101,Christmas Island,1569
2008,90101,Christmas Island,1745
2009,90101,Christmas Island,1944
2010,90101,Christmas Island,2115
2011,90101,Christmas Island,2167
2012,90101,Christmas Island,2103
2013,90101,Christmas Island,2039
2014,90101,Christmas Island,1995
2015,90101,Christmas Island,1950
2016,90101,Christmas Island,1903
1991,90102,Cocos (Keeling) Islands,0
1992,90102,Cocos (Keeling) Islands,0
1993,90102,Cocos (Keeling) Islands,0
1994,90102,Cocos (Keeling) Islands,584
1995,90102,Cocos (Keeling) Islands,584
1996,90102,Cocos (Keeling) Islands,592
1997,90102,Cocos (Keeling) Islands,582
1998,90102,Cocos (Keeling) Islands,580
1999,90102,Cocos (Keeling) Islands,583
2000,90102,Cocos (Keeling) Islands,598
2001,90102,Cocos (Keeling) Islands,600
2002,90102,Cocos (Keeling) Islands,568
