SA2,SA2 NAME,Earners,Median_age_of_earners,Total_income_all_persons,Median_income,Mean_income,P80_over_P20,P80_over_P50,P20_over_P50,P10_over_P50,Gini,Top_1pc,Top_5pc,Top_10pc,Prop_Quartile1,Prop_Quartile2,Prop_Quartile3,Prop_Quartile4
301021011,Sheldon - Mount Cotton,4730,41,308926736,55219,65312,4.01,1.71,0.43,0.23,0.414,5.9,17.7,28.3,19.1,22.6,27.4,30.9
301021012,Thornlands,8420,44,534828640,49951,63519,4.6,1.86,0.41,0.2,0.454,6.7,20,31.4,22.2,24.6,24.8,28.3
301021013,Victoria Point,8637,46,479628311,45197,55532,4.63,1.83,0.39,0.17,0.449,6.8,19.3,30.4,24.9,26.9,25.8,22.3
301021527,Redland Islands,3599,53,151600354,32374,42123,6.7,2.08,0.31,0.11,0.494,6.3,19.7,31.8,38.1,27.5,19.5,14.9
301031014,Brisbane Port - Lytton,,,,,,,,,,,,,,,,,
301031015,Manly - Lota,4479,46,327309227,52821,73076,5.13,1.98,0.39,0.18,0.497,10.4,24.1,35.7,22,22.4,22.9,32.6
301031016,Manly West,6655,43,414349654,52787,62261,4.44,1.75,0.39,0.18,0.431,5.5,17.8,28.8,21.7,22.3,27.7,28.2
301031017,Murarrie,2613,38,172740597,55240,66108,4.02,1.76,0.44,0.23,0.426,6.3,18.1,29.2,18.9,22.9,27.8,30.4
301031018,Tingalpa,5213,41,305910814,51924,58682,3.87,1.65,0.43,0.21,0.399,5.1,16.4,26.8,20.5,23.2,31.1,25.1
301031019,Wakerley,5309,41,410432692,63423,77309,4.21,1.78,0.42,0.21,0.434,6,18.5,29.8,17,19.3,24.7,39
301031020,Wynnum,7547,44,482698608,50977,63959,4.6,1.84,0.4,0.19,0.449,6.4,19.5,30.8,22.1,23.8,25.7,28.4
301031021,Wynnum West - Hemmant,8420,41,477365126,49783,56694,3.72,1.68,0.45,0.23,0.396,4.9,16.2,26.5,20.3,26.3,30.2,23.3
302011022,Bald Hills,4311,40,237052220,48879,54988,3.84,1.65,0.43,0.21,0.395,5,16,26.3,21.6,25.8,31,21.6
302011023,Bridgeman Downs,5316,47,426208408,55891,80175,5.97,2.05,0.34,0.14,0.523,10.6,25.2,37,23.2,20.2,20.1,36.5
302011024,Carseldine,5467,44,334045702,50459,61102,4.9,1.82,0.37,0.16,0.449,6.7,19.2,30,23.6,22.6,26.1,27.8
302011025,Everton Park,5545,39,333421633,52899,60130,4.12,1.69,0.41,0.19,0.41,5.7,16.8,27.1,20.9,22.9,29.7,26.6
302011026,McDowall,4797,44,320310869,53461,66773,5.04,1.85,0.37,0.17,0.458,7.1,19.7,31.1,22.8,21.3,24.5,31.4
302021027,Aspley,7717,45,467696919,48480,60606,5.12,1.87,0.36,0.14,0.459,6.8,19.8,31,24.6,23.8,24.4,27.2
302021028,Chermside,5068,35,271888770,46617,53648,4.02,1.73,0.43,0.21,0.409,5.2,16.6,27.2,23,27.2,28.9,20.9
302021029,Chermside West,3855,44,230516978,49234,59797,4.8,1.85,0.38,0.17,0.446,6.2,18.5,29.5,23.7,24.2,25.3,26.8
302021030,Geebung,2600,41,149516159,49758,57506,4.45,1.78,0.4,0.18,0.421,5.1,16.7,27.4,22.7,24.5,26.9,25.9
302021031,Kedron - Gordon Park,8293,38,581864051,57392,70163,4.07,1.77,0.43,0.21,0.429,6.5,18.8,29.7,18.3,20.9,27.5,33.3
302021032,Stafford,3778,36,229443960,51987,60732,3.93,1.71,0.43,0.22,0.408,5.3,16.9,27.5,20,24.4,28.6,27
302021033,Stafford Heights,3968,43,242152574,51667,61026,4.6,1.78,0.39,0.18,0.43,5.7,17.4,28.3,22.3,23.5,26.1,28.1
302021034,Wavell Heights,5954,42,432953799,59437,72716,4.42,1.78,0.4,0.19,0.445,6.7,19.6,30.7,19,19.9,25.9,35.1
302031035,Boondall,5481,42,296038231,47230,54012,4.24,1.74,0.41,0.17,0.408,4.5,15.8,26.4,23.5,26.1,28.1,22.3
302031036,Brisbane Airport,84,43,5867122,50961,69847,,,,,,,,,19.8,22.2,25.9,32.1
302031037,Eagle Farm - Pinkenba,453,43,41005772,61002,90520,4.8,1.9,0.4,0.17,0.527,,28.8,39.9,18.7,17.4,26.4,37.4
302031038,Northgate - Virginia,4190,38,273897041,54533,65369,4.14,1.72,0.42,0.2,0.432,7.3,19.4,30,19.7,22.1,28.7,29.4
302031039,Nudgee - Banyo,5622,40,336170111,52168,59795,4.11,1.71,0.42,0.2,0.409,5,16.5,27,20.8,23.8,28.4,27
302031040,Nundah,7733,35,488522369,53187,63174,3.79,1.71,0.45,0.23,0.411,5.9,17.8,28.4,18.9,23.5,29.8,27.8
302041041,Bracken Ridge,10060,41,560046908,49870,55671,3.96,1.68,0.42,0.2,0.397,4.8,15.8,26.1,21.4,25.1,30.3,23.1
302041042,Brighton (Qld),5350,44,324296810,52512,60616,4.28,1.71,0.4,0.18,0.417,5,16.8,27.7,21.3,22.8,28.9,27
302041043,Deagon,1965,42,109316874,48094,55632,3.98,1.71,0.43,0.19,0.414,5.5,17,27.4,22.3,26.1,28.9,22.6
302041044,Sandgate - Shorncliffe,3687,46,245277011,52016,66525,5.69,1.95,0.34,0.15,0.472,6,19.3,31.3,24.2,21,23.1,31.7
302041045,Taigum - Fitzgibbon,6482,38,354564945,49817,54700,3.91,1.64,0.42,0.2,0.389,4.4,15,25.2,21.4,24.8,31.5,22.3
302041046,Zillmere,4751,36,244143292,47423,51388,3.7,1.62,0.44,0.21,0.378,4.3,14.4,24.4,21.9,27.3,31.7,19.1
303011047,Camp Hill,7042,41,573514657,61164,81442,4.63,1.89,0.41,0.2,0.483,8.6,22.7,34.2,18.1,20.4,23,38.5
303011048,Cannon Hill,3200,38,213684179,55194,66776,4.32,1.79,0.41,0.21,0.431,6.5,18.5,29.4,19.6,22.3,26.6,31.6
303011049,Carina,6626,38,408935658,54042,61717,4.14,1.69,0.41,0.2,0.41,5.6,16.9,27.4,20.6,22.3,29.1,28
303011050,Carina Heights,3927,37,247577230,51792,63045,3.95,1.73,0.44,0.21,0.429,7.4,19.5,30,20,24.4,28.4,27.1
303011051,Carindale,10413,46,755929569,51311,72595,5.81,2.06,0.36,0.15,0.512,9,23.9,36,24.5,22.3,20.5,32.7
303021052,Annerley,7011,35,423992847,49226,60475,4.8,1.8,0.38,0.18,0.455,8.2,20.5,31.3,24.4,23.2,26.1,26.3
303021053,Coorparoo,10687,37,778670604,55384,72861,4.38,1.82,0.42,0.2,0.471,9.1,23.2,34.2,19.5,22.3,26,32.2
303021054,Fairfield - Dutton Park,2874,35,174853204,45810,60840,6.17,2.02,0.33,0.14,0.486,7.4,21.4,32.9,27.5,23.3,21.7,27.6
303021055,Greenslopes,5998,34,375326526,52368,62575,4.23,1.75,0.41,0.22,0.426,7,18.9,29.4,20.9,23.7,27.8,27.5
303021056,Holland Park,4718,40,330683805,57392,70090,4.47,1.78,0.4,0.19,0.443,6.7,19.5,30.6,19.9,20.9,25.8,33.4
303021057,Holland Park West,3936,39,279496387,56428,71010,4.7,1.77,0.38,0.18,0.457,7.6,20.9,32,21.1,19.7,25.6,33.7
303021058,Woolloongabba,3067,32,172402939,44710,56212,5.33,1.93,0.36,0.18,0.465,6.6,19.5,30.9,27.3,25,23.7,24
303021059,Yeronga,5902,40,470474114,55904,79714,5.22,1.9,0.36,0.17,0.521,12.5,27.1,38.3,22,19.9,22.8,35.4
303031060,Eight Mile Plains,9360,38,509092013,42769,54390,5.35,1.89,0.35,0.15,0.481,8.5,21.5,32.7,29.7,24.2,24.3,21.8
303031061,Macgregor (Qld),3605,36,156522206,32450,43418,5.92,2.06,0.35,0.15,0.494,7.9,21.5,33.1,38,27.1,20.4,14.5
303031062,Mansfield (Qld),5014,43,276516028,46333,55149,4.97,1.85,0.37,0.15,0.444,5.8,17.7,28.7,26.1,24.5,25.7,23.7
303031063,Mount Gravatt,8449,38,520085869,52353,61556,4.47,1.75,0.39,0.19,0.423,6.2,17.7,28.2,21.9,22.6,27.1,28.4
303031064,Rochedale - Burbank,3530,43,259286460,51449,73452,5.73,2.06,0.36,0.14,0.516,9.3,24.2,36,24.8,21,20.8,33.4
303031065,Upper Mount Gravatt,5022,36,258630203,42484,51499,5.41,1.9,0.35,0.16,0.456,6.4,18.6,29.8,29,26.2,23.6,21.3
303031066,Wishart,6530,43,374707909,47115,57383,5.21,1.88,0.36,0.15,0.454,6.2,18.9,30.1,26.3,23.5,24.8,25.4
303041067,Coopers Plains,2949,35,135216236,40428,45852,4.72,1.77,0.37,0.17,0.42,4.3,15.7,26.7,30.7,25.9,27.7,15.7
303041068,Moorooka,6237,38,368233566,50448,59040,4.4,1.74,0.4,0.19,0.425,6.4,18.2,28.5,22.7,23.8,27.2,26.3
303041069,Robertson,3122,39,163741128,34380,52448,6.9,2.23,0.32,0.12,0.554,12.1,28,39.9,37.1,24.6,19.3,19
303041070,Salisbury - Nathan,4069,38,216377236,47145,53177,4.79,1.77,0.37,0.16,0.414,4.4,15.3,25.9,25,24.6,27.1,23.3
303041071,Tarragindi,6450,42,479469684,58425,74336,5.15,1.85,0.36,0.17,0.468,7.5,21,32.4,21.3,19.9,22.4,36.3
303051072,Algester,4829,39,248323200,46799,51423,3.81,1.62,0.42,0.2,0.393,4.8,15.7,25.9,22.8,27.3,31.5,18.5
303051073,Calamvale - Stretton,12526,38,655115980,42686,52300,5.05,1.83,0.36,0.16,0.46,7.1,19.9,30.8,28.5,25.8,25.4,20.3
303051074,Pallara - Willawong,2627,39,154065210,52265,58647,3.85,1.64,0.43,0.22,0.388,4.5,15.4,25.7,20.1,23.8,30.5,25.6
303051075,Parkinson - Drewvale,8853,40,512593398,49757,57901,4.18,1.75,0.42,0.21,0.415,5.5,17.1,27.6,21.7,25,28.2,25.1
303051076,Rocklea - Acacia Ridge,4653,37,222735107,42542,47869,3.82,1.62,0.42,0.22,0.402,7.1,17.5,27.3,25.5,30.6,30,13.9
303061077,Kuraby,4477,41,247451226,43210,55272,5.12,1.94,0.38,0.17,0.467,6.3,19.6,31.2,28.2,25.2,23.4,23.2
303061078,Runcorn,8564,35,386558964,37748,45138,4.97,1.84,0.37,0.17,0.443,5.5,17.4,28.6,32.7,27.1,24.7,15.6
303061079,Sunnybank,5340,36,228948163,30296,42874,6.23,2.13,0.34,0.15,0.509,8.3,22.7,34.8,39.1,27.5,19.3,14
303061080,Sunnybank Hills,10414,40,516608911,38568,49607,5.43,1.92,0.35,0.16,0.482,8.6,21.6,32.8,32.3,26.4,23.4,17.9
304011081,Jindalee - Mount Ommaney,4822,46,317557368,50657,65856,5.3,1.91,0.36,0.15,0.486,8.6,21.8,33.3,24.9,21.7,23.5,29.9
304011082,Middle Park - Jamboree Heights,4479,43,261919852,50054,58477,5.04,1.8,0.36,0.15,0.437,5.2,17.2,28.3,24.5,22.5,26.5,26.5
304011083,Riverhills,2454,40,141630870,50487,57714,3.93,1.74,0.44,0.2,0.406,5.1,16.2,26.5,20.2,26.3,27.9,25.6
304011084,Seventeen Mile Rocks - Sinnamon Park,5966,44,444546061,57393,74513,5.27,1.89,0.36,0.16,0.482,8.6,22,33.5,21.8,20.5,21.7,36
304011085,Westlake,2956,47,204796275,51360,69282,6.24,2.03,0.33,0.13,0.503,7.9,22.1,34.3,25.7,21.1,21.5,31.7
304021086,Bellbowrie - Moggill,5918,44,390476479,52608,65981,5.47,1.89,0.35,0.15,0.468,6.5,19.8,31.3,24.4,20.5,23.3,31.8
304021087,Brookfield - Kenmore Hills,4458,49,433531896,54980,97248,8.65,2.51,0.29,0.11,0.614,13.3,32.2,45,26.9,18.1,16.5,38.5
304021088,Chapel Hill,6725,46,535848273,56214,79680,6.96,2.13,0.31,0.12,0.527,9,23.6,36,25.2,19.2,18,37.5
304021089,Fig Tree Pocket,2560,46,282835538,62507,110483,8.15,2.49,0.31,0.12,0.597,13.1,31.4,44.5,22.9,18.1,17.3,41.7
304021090,Kenmore,5548,46,387134594,52998,69779,6.15,1.99,0.32,0.13,0.512,8.6,22.6,34.4,25.9,19.5,20.7,33.9
304021091,Pinjarra Hills - Pullenvale,3463,48,330274501,57928,95372,6.78,2.34,0.35,0.14,0.577,11.1,29.3,42.1,22.4,20.1,18,39.4
304031092,Chelmer - Graceville,4682,44,460343835,61023,98322,6.89,2.17,0.32,0.13,0.57,12.7,30.2,42.7,23.1,17.1,19.3,40.5
304031093,Corinda,2878,43,228956195,54427,79554,5.14,1.91,0.37,0.17,0.54,13.7,28.8,40.1,21.9,22.3,22.9,32.8
304031094,Indooroopilly,7465,38,593143364,48932,79457,6.67,2.14,0.32,0.14,0.581,14.2,31.8,43.7,27.4,21.1,19.9,31.7
304031095,Sherwood,3516,43,292241126,57973,83117,5.15,1.93,0.37,0.17,0.52,12.5,27.1,38.4,20.7,20.6,22.3,36.3
304031096,St Lucia,5118,37,414325762,41915,80955,10.04,2.56,0.26,0.11,0.622,14.5,34,47.1,33.8,19.5,16,30.7
304031097,Taringa,5401,35,384940253,50398,71272,5.69,1.94,0.34,0.15,0.522,11,26.4,38.1,25.5,21.5,23,30
304041098,Enoggera,4972,34,319265247,58001,64213,3.63,1.57,0.43,0.22,0.397,5.4,16.9,27.4,18.1,21,33.6,27.4
304041099,Enoggera Reservoir,,,,,,,,,,,,,,,,,
304041100,Keperra,4194,40,221040554,44769,52704,5.15,1.85,0.36,0.16,0.432,5.3,16.7,27.5,27.3,25.2,24.6,22.9
304041101,Mitchelton,4879,40,328015582,57573,67230,4.39,1.71,0.39,0.19,0.421,5.5,17.4,28.1,20.3,20,25.6,34
304041102,Mount Coot-tha,,,,,,,,,,,,,,,,,
304041103,The Gap,10213,46,742754110,54287,72726,5.87,1.97,0.34,0.14,0.499,8.6,22.5,34.2,24.3,20.4,20.3,35.1
304041104,Upper Kedron - Ferny Grove,5919,43,383322126,55564,64761,4.74,1.74,0.37,0.17,0.433,6,18.1,28.7,22,20.8,25.9,31.3
305011105,Brisbane City,8447,30,584687062,35116,69218,9.3,2.75,0.3,0.15,0.616,13,32.3,45.9,37.5,20.8,15.5,26.3
305011106,Fortitude Valley,4674,30,297661689,52011,63685,4.7,1.79,0.38,0.19,0.452,7.6,20.3,31.2,22.7,23.1,26.5,27.7
305011107,Highgate Hill,3967,37,272061259,46721,68581,5.55,2.06,0.37,0.18,0.53,11.8,27.5,38.8,26.1,24,21.4,28.5
305011108,Kangaroo Point,5428,35,447863597,54648,82510,5.36,2.01,0.37,0.19,0.537,12.9,28.9,40.5,21.8,21.9,22.7,33.6
305011109,New Farm,8623,36,774376648,58693,89804,4.84,1.95,0.4,0.21,0.539,12.9,30.1,41.8,19.3,20.6,24.6,35.5
305011110,South Brisbane,4208,34,292322801,46205,69468,6.51,2.12,0.33,0.15,0.544,10.7,27.3,39.5,29.1,21.4,20.3,29.2
305011111,Spring Hill,4189,31,249995387,39660,59679,6.85,2.24,0.33,0.16,0.529,11,25.4,37,32.8,22.7,19.5,25.1
305011112,West End,6022,36,440255296,50560,73108,5.77,2.01,0.35,0.16,0.526,10,26,38.1,25.3,21.7,21.5,31.5
305021113,Balmoral,2778,40,262374979,63332,94447,5.32,1.97,0.37,0.17,0.531,12.3,28.2,39.7,19.5,18.1,22.6,39.7
305021114,Bulimba,4211,41,454957011,68698,108040,5.23,2.09,0.4,0.2,0.542,12.8,29.1,41.1,16.9,18.1,20.4,44.6
305021115,East Brisbane,3880,34,270760862,51392,69784,5.1,1.95,0.38,0.19,0.496,9,23.9,35.4,23.2,22.9,24.3,29.6
305021116,Hawthorne,3285,40,340947432,65889,103789,5.56,2.17,0.39,0.18,0.547,10.4,28.9,41.1,17.9,18.8,21.3,41.9
305021117,Morningside - Seven Hills,8318,35,584282368,57076,70243,3.96,1.78,0.45,0.23,0.426,6.1,18.5,29.5,17.8,21.7,27,33.4
305021118,Norman Park,4279,39,385202458,63212,90022,4.52,1.91,0.42,0.19,0.505,10.9,26.5,37.6,17.5,19.4,23.8,39.4
305031119,Albion,1886,35,134809873,54467,71479,4.01,1.84,0.46,0.23,0.449,7.6,20.9,32,18.2,23.4,25.5,32.8
305031120,Alderley,3916,38,296202926,58138,75639,4.78,1.87,0.39,0.19,0.468,7.8,21.5,33.1,20.1,19.5,25.6,34.9
305031121,Ascot,3586,43,419908982,59073,117097,5.67,2.2,0.39,0.18,0.623,20.1,39.5,51,19.3,20.7,21.3,38.7
305031122,Clayfield,6968,39,614555135,56774,88197,4.69,1.93,0.41,0.21,0.543,13.9,31.2,42.6,19.5,21.3,24.9,34.3
305031123,Grange,2649,42,238094107,65461,89881,5.58,1.98,0.36,0.16,0.503,7.9,23.7,35.8,19.7,17.5,20.5,42.3
305031124,Hamilton (Qld),4191,40,430701062,60744,102768,5.14,2.04,0.4,0.21,0.575,15.9,34.7,45.6,18.9,19.7,23.2,38.2
305031125,Hendra,3045,44,282811813,59791,92877,5.66,2.11,0.37,0.17,0.548,13,29.5,41.2,20.4,20.6,20.3,38.6
305031126,Kelvin Grove - Herston,4851,33,326948847,50914,67398,5.49,1.9,0.35,0.16,0.495,9.5,23.4,34.7,25.7,20.6,23.1,30.7
305031127,Newmarket,3128,35,235782674,52989,75378,5.35,1.97,0.37,0.17,0.514,9.6,25.4,37.6,23.1,21.9,23,32
305031128,Newstead - Bowen Hills,6998,34,786120071,65804,112335,4.27,1.88,0.44,0.22,0.577,25,38,47.4,15.8,18.5,24.8,40.9
305031129,Wilston,2527,41,258729255,66526,102386,5.87,2.15,0.37,0.15,0.535,9.8,27.1,39.5,18.9,16.7,21,43.4
305031130,Windsor,4381,36,319074850,53696,72832,4.52,1.92,0.42,0.21,0.495,9.5,24,35.3,19.6,23.3,25.1,32
305031131,Wooloowin - Lutwyche,5862,38,434731858,54738,74161,4.84,1.92,0.4,0.19,0.483,8.3,23.2,34.8,20.8,21.2,25.2,32.8
305041132,Ashgrove,8321,42,724967745,59569,87125,5.83,2.08,0.36,0.16,0.522,9.3,25.6,37.8,21.1,19.9,21,38.1
305041133,Auchenflower,3726,35,302043126,56217,81064,5.18,1.95,0.38,0.19,0.514,9.3,25.6,38,21.2,21.3,23.1,34.4
305041134,Bardon,6071,43,575092460,61631,94728,6.63,2.24,0.34,0.16,0.54,10.1,26.6,38.7,21.6,18.9,18.1,41.5
305041135,Paddington - Milton,7228,36,631945454,59675,87430,5.28,2.02,0.38,0.2,0.523,10.2,26.9,38.7,20.1,19.7,22.9,37.4
305041136,Red Hill (Qld),3771,36,294994781,55964,78227,4.8,1.99,0.41,0.2,0.49,8.4,23.6,35.3,19.2,22.9,22.5,35.4
305041137,Toowong,6817,34,499359986,51413,73252,5.78,1.97,0.34,0.16,0.524,9.8,26.1,38.1,25.3,21.1,22,31.6
306011138,Brinsmead,3481,43,213418162,51285,61309,4.29,1.77,0.41,0.2,0.427,5.1,17.3,28.3,21.2,24.1,26.2,28.6
306011139,Clifton Beach - Kewarra Beach,6750,45,386169288,45236,57210,4.74,1.87,0.39,0.18,0.461,6.8,20.2,31.6,24.8,26.9,25.1,23.2
306011140,Freshwater - Stratford,2436,45,156527051,49271,64256,4.55,1.91,0.42,0.21,0.458,7.1,20.4,31.7,21.8,25.4,23.4,29.4
306011141,Redlynch,7352,43,473450844,53189,64398,4.01,1.76,0.44,0.22,0.425,6.4,18.6,29.2,19.3,24.7,26.6,29.5
306011142,Trinity Beach - Smithfield,7859,42,458437341,47312,58333,4.09,1.81,0.44,0.23,0.432,6.3,18.9,29.8,21.7,27.6,26.4,24.3
306011143,Yorkeys Knob - Machans Beach,3630,45,191328156,45312,52707,4.27,1.74,0.41,0.18,0.43,6.6,18.5,29.1,24.8,27.3,28.2,19.6
306021144,Bentley Park,4037,38,219643591,48267,54408,3.27,1.65,0.51,0.26,0.372,4.2,15.1,25.2,18.6,29.5,31.1,20.9
306021145,Cairns City,8405,33,389591046,34142,46352,5.69,2.02,0.35,0.19,0.496,8,22.5,34.4,36,27.7,20.6,15.8
306021146,Earlville - Bayview Heights,4899,44,270507953,45599,55217,4.29,1.8,0.42,0.21,0.433,6.5,18.5,29.2,23.6,27.9,26.4,22.1
306021147,Edmonton,5446,40,283081309,45406,51980,3.53,1.63,0.46,0.24,0.394,5.3,16.7,27,21.4,30.2,30.7,17.6
306021148,Gordonvale - Trinity,4514,44,240654902,45671,53313,4.16,1.78,0.43,0.19,0.423,5.3,17,27.7,23.2,28.2,26.8,21.8
306021149,Kanimbla - Mooroobool,5564,43,324378011,46937,58299,4.11,1.8,0.44,0.22,0.44,7,20,30.8,22,27.8,27.1,23.1
306021150,Lamb Range,,,,,,,,,,,,,,,,,
306021151,Manoora,2626,39,114225629,39706,43498,3.6,1.63,0.45,0.22,0.385,4.8,15,25.3,26,35.2,27.3,11.5
306021152,Manunda,2362,42,104171033,39649,44103,3.87,1.69,0.44,0.21,0.411,5,16.5,26.9,26.5,34.2,27.3,12
306021153,Mount Sheridan,4803,42,269530885,48772,56117,3.51,1.69,0.48,0.25,0.392,4.9,16.1,26.5,19.4,28.3,29.9,22.4
306021154,Westcourt - Bungalow,3522,36,159707396,39548,45346,4.27,1.71,0.4,0.2,0.42,5.9,17.6,28.3,28.4,32.6,25.7,13.3
306021155,White Rock,2321,41,117071065,44684,50440,3.46,1.63,0.47,0.26,0.385,5.1,16,26.4,21.5,31.7,30.5,16.2
306021156,Whitfield - Edge Hill,5056,45,331852769,49267,65635,4.6,1.89,0.41,0.2,0.487,10.7,24.2,35,22.5,25.4,24.6,27.5
306021157,Woree,2254,40,107684907,42897,47775,3.55,1.63,0.46,0.24,0.385,4.7,15.9,26.2,23.8,32.3,29.6,14.3
306031158,Babinda,2270,49,112217353,39595,49435,5.37,1.96,0.36,0.15,0.482,7,20,31.4,30.2,28.1,22.7,19
306031159,Innisfail,4980,44,219645499,37820,44106,4.75,1.76,0.37,0.17,0.447,6.4,18.7,29.6,31.1,31.4,24.2,13.3
306031160,Johnstone,4396,47,207906607,39409,47294,4.57,1.83,0.4,0.16,0.459,5.6,18.5,29.9,28.7,30.2,24.3,16.7
306031161,Tully,6502,43,282543932,35432,43455,5.3,1.88,0.36,0.16,0.481,7.1,20.4,31.8,33.5,31.1,21.5,13.9
306031162,Wooroonooran,,,,,,,,,,,,,,,,,
306031163,Yarrabah,458,39,18412559,38547,40202,4.45,1.55,0.35,0.22,0.367,,13.8,23.5,26.5,38,28.4,7.2
306041164,Daintree,3462,46,161746093,38033,46720,4.25,1.8,0.42,0.18,0.448,6.7,19.4,30.5,28.1,33.3,23.4,15.2
306041165,Port Douglas,3638,40,158424287,36332,43547,4.33,1.7,0.39,0.19,0.459,7.2,20.7,31.9,31.2,33.9,23,12
306051166,Atherton,6113,45,280617180,36687,45905,5.81,1.95,0.34,0.14,0.486,6.9,20.3,31.9,32.9,29,21.9,16.1
306051167,Herberton,2436,49,99890575,32416,41006,6.88,2.07,0.3,0.09,0.508,5.6,19.4,32,36.9,30,18.6,14.5
306051168,Kuranda,2562,49,122935741,36521,47984,6.03,2.06,0.34,0.15,0.484,6.5,19.9,31.6,32.5,26.9,21.9,18.7
306051169,Malanda - Yungaburra,4631,51,209789600,34499,45301,6.98,2.07,0.3,0.08,0.528,7,21.6,34.1,35.6,27.4,20.2,16.8
306051170,Mareeba,6155,43,286635539,38934,46570,4.93,1.82,0.37,0.17,0.45,6.3,18.5,29.7,30.2,29.7,24.3,15.7
307011171,Balonne,2663,43,123915956,39349,46532,4.98,1.89,0.38,0.13,0.563,8.9,22,33.5,28.7,28.4,25.6,17.2
307011172,Chinchilla,4332,41,254093754,46792,58655,6.21,2.01,0.32,0.11,0.5,6.3,19.5,31.6,27.4,22.7,23.4,26.5
307011173,Goondiwindi,4017,43,202433649,42596,50394,4.22,1.76,0.42,0.19,0.474,9.1,20.8,31.1,26,29.2,26.9,17.9
307011174,Inglewood - Waggamba,2181,46,91822435,34444,42101,7.06,1.9,0.27,0.04,0.57,9.3,23.6,35.2,36.3,27.7,21.9,14.2
307011175,Miles - Wandoan,2211,43,96889175,38213,43821,6.53,1.93,0.3,0.05,0.595,6.5,21.2,33.9,32.8,27.1,22.2,17.9
307011176,Roma,4605,38,269017220,51807,58419,4.05,1.72,0.43,0.2,0.428,4.9,16.2,27,20.4,24.2,28.7,26.7
307011177,Roma Region,3224,45,139095551,35460,43144,7.74,2.07,0.27,0.02,0.592,7.9,22.1,34.7,34.9,26.6,21.5,17
307011178,Tara,1789,47,79317397,36407,44336,7.48,1.92,0.26,0.02,0.583,7.5,22.9,35.6,33.9,27.4,23,15.7
307021179,Crows Nest - Rosalie,4104,49,168985583,34601,41176,7.47,1.93,0.26,0.04,0.526,6.6,19.6,31.8,36.3,26.9,22.3,14.4
307021180,Jondaryan,4104,44,196448077,43913,47867,4.8,1.65,0.34,0.11,0.461,6.4,17.9,28.7,28,25.6,29.7,16.8
307021181,Millmerran,1835,46,85698409,37277,46702,7.03,1.93,0.27,0.07,0.526,8.1,21.7,33.8,32.7,27.9,22.4,17.1
307021182,Pittsworth,3364,45,162180844,39183,48211,5.29,1.87,0.35,0.12,0.496,8,21,32.3,30.6,27.8,24,17.6
307021183,Wambo,9399,43,495367910,44424,52704,4.77,1.79,0.38,0.13,0.466,6,18.7,30.2,26.1,26.4,26.7,20.8
307031184,Clifton - Greenmount,2714,48,113558770,36012,41842,8,1.95,0.24,0.02,0.546,5.9,19.7,32.2,36.2,26.7,21.1,16
307031185,Southern Downs - East,2265,49,86426448,32894,38157,7.27,1.88,0.26,0.04,0.545,6.5,20.1,32.6,36.9,31.1,19.6,12.4
307031186,Southern Downs - West,2315,48,92414974,33229,39920,8.55,2.02,0.24,0.02,0.563,7.2,21.2,33.6,37.5,28.1,20.6,13.8
307031187,Stanthorpe,3196,43,118771484,29933,37163,4.83,1.9,0.39,0.14,0.467,7.3,19.5,30.6,38.1,32.7,19.8,9.4
307031188,Stanthorpe Region,3272,46,119688131,30486,36580,6.48,1.92,0.3,0.09,0.522,6.7,20.1,32.2,39.9,30.5,19.1,10.5
307031189,Warwick,7712,44,341331786,39265,44260,4.51,1.7,0.38,0.15,0.438,6.1,17.7,28.4,29.1,31.3,26.4,13.2
308011190,Central Highlands - East,3603,38,301515808,62152,83685,6.43,2.29,0.36,0.16,0.473,7.4,17.9,28.4,20.2,19.8,17.1,43
308011191,Central Highlands - West,4204,43,276009561,48961,65654,7.35,2.31,0.31,0.09,0.583,7,21.5,34.8,27.5,21.2,19.5,31.7
308011192,Emerald,8195,37,593672995,56255,72443,5.27,2.07,0.39,0.19,0.458,6,17.7,29.2,20.2,22.1,21.8,35.9
308031205,Berserker,3437,37,174373836,46529,50734,3.76,1.59,0.42,0.22,0.384,4.3,15.3,25.4,22.6,27.7,32.4,17.3
308031206,Bouldercombe,1026,47,59800427,49113,58285,5.75,1.86,0.32,0.11,0.483,5.3,17.7,29.2,26,22,21.9,30.2
308031207,Emu Park,2590,47,151291499,45354,58414,5.68,2.03,0.36,0.15,0.474,6.2,19,30.9,26.7,25,22.4,26
308031208,Frenchville - Mount Archer,5234,42,325142325,52287,62121,4.44,1.77,0.4,0.19,0.427,6.1,17.7,28.5,21.7,22.7,26.8,28.8
308031209,Glenlee - Rockyview,2630,44,177644591,54971,67545,4.63,1.88,0.41,0.18,0.448,6.2,17.8,29.4,20.2,23.3,23.5,33.1
308031210,Gracemere,6061,36,376122747,51579,62056,4.24,1.84,0.43,0.22,0.421,5.8,16.7,27.6,20.2,24.7,26.4,28.6
308031211,Lakes Creek,2706,37,145038403,49925,53599,3.42,1.55,0.45,0.21,0.381,4.8,15.9,25.9,19.9,26.6,34.6,19
308031212,Mount Morgan,1020,47,51272352,43133,50267,4.98,1.79,0.36,0.14,0.445,4.1,16.3,28.2,26,28.1,26.6,19.3
