Measure,Year,SA3_MAIN11,SA2_NAME11,Estimates_resident_population
Estimated Resident Population,2013,10104,South Coast,70918
Estimated Resident Population,2014,10104,South Coast,71292
Estimated Resident Population,2015,10104,South Coast,71712
Estimated Resident Population,2016,10104,South Coast,72073
Estimated Resident Population,1991,10201,Gosford,135708
Estimated Resident Population,1992,10201,Gosford,139242
Estimated Resident Population,1993,10201,Gosford,142034
Estimated Resident Population,1994,10201,Gosford,144430
Estimated Resident Population,1995,10201,Gosford,147027
Estimated Resident Population,1996,10201,Gosford,149899
Estimated Resident Population,1997,10201,Gosford,151861
Estimated Resident Population,1998,10201,Gosford,153483
Estimated Resident Population,1999,10201,Gosford,155897
Estimated Resident Population,2000,10201,Gosford,158288
Estimated Resident Population,2001,10201,Gosford,160596
Estimated Resident Population,2002,10201,Gosford,161388
Estimated Resident Population,2003,10201,Gosford,161458
Estimated Resident Population,2004,10201,Gosford,161223
Estimated Resident Population,2005,10201,Gosford,161462
Estimated Resident Population,2006,10201,Gosford,161885
Estimated Resident Population,2007,10201,Gosford,162975
Estimated Resident Population,2008,10201,Gosford,165153
Estimated Resident Population,2009,10201,Gosford,167081
Estimated Resident Population,2010,10201,Gosford,168351
Estimated Resident Population,2011,10201,Gosford,169018
Estimated Resident Population,2012,10201,Gosford,169772
Estimated Resident Population,2013,10201,Gosford,170501
Estimated Resident Population,2014,10201,Gosford,171280
Estimated Resident Population,2015,10201,Gosford,172214
Estimated Resident Population,2016,10201,Gosford,173257
Estimated Resident Population,1991,10202,Wyong,104122
Estimated Resident Population,1992,10202,Wyong,107654
Estimated Resident Population,1993,10202,Wyong,110404
Estimated Resident Population,1994,10202,Wyong,113134
Estimated Resident Population,1995,10202,Wyong,115558
Estimated Resident Population,1996,10202,Wyong,118851
Estimated Resident Population,1997,10202,Wyong,121670
Estimated Resident Population,1998,10202,Wyong,124406
Estimated Resident Population,1999,10202,Wyong,127424
Estimated Resident Population,2000,10202,Wyong,130656
Estimated Resident Population,2001,10202,Wyong,134000
Estimated Resident Population,2002,10202,Wyong,136142
Estimated Resident Population,2003,10202,Wyong,137861
Estimated Resident Population,2004,10202,Wyong,138776
Estimated Resident Population,2005,10202,Wyong,139941
Estimated Resident Population,2006,10202,Wyong,141166
Estimated Resident Population,2007,10202,Wyong,143524
Estimated Resident Population,2008,10202,Wyong,147185
Estimated Resident Population,2009,10202,Wyong,149715
Estimated Resident Population,2010,10202,Wyong,152010
Estimated Resident Population,2011,10202,Wyong,153639
Estimated Resident Population,2012,10202,Wyong,155250
Estimated Resident Population,2013,10202,Wyong,156835
Estimated Resident Population,2014,10202,Wyong,158535
Estimated Resident Population,2015,10202,Wyong,160277
Estimated Resident Population,2016,10202,Wyong,162052
Estimated Resident Population,1991,10301,Bathurst,36738
Estimated Resident Population,1992,10301,Bathurst,37164
Estimated Resident Population,1993,10301,Bathurst,37509
Estimated Resident Population,1994,10301,Bathurst,37984
Estimated Resident Population,1995,10301,Bathurst,38442
Estimated Resident Population,1996,10301,Bathurst,38792
Estimated Resident Population,1997,10301,Bathurst,39149
Estimated Resident Population,1998,10301,Bathurst,39518
Estimated Resident Population,1999,10301,Bathurst,39979
Estimated Resident Population,2000,10301,Bathurst,40308
Estimated Resident Population,2001,10301,Bathurst,40816
Estimated Resident Population,2002,10301,Bathurst,41193
Estimated Resident Population,2003,10301,Bathurst,41414
Estimated Resident Population,2004,10301,Bathurst,41503
Estimated Resident Population,2005,10301,Bathurst,41809
Estimated Resident Population,2006,10301,Bathurst,42122
Estimated Resident Population,2007,10301,Bathurst,42448
Estimated Resident Population,2008,10301,Bathurst,43100
Estimated Resident Population,2009,10301,Bathurst,44095
Estimated Resident Population,2010,10301,Bathurst,44711
Estimated Resident Population,2011,10301,Bathurst,45176
Estimated Resident Population,2012,10301,Bathurst,45586
Estimated Resident Population,2013,10301,Bathurst,46115
Estimated Resident Population,2014,10301,Bathurst,46617
Estimated Resident Population,2015,10301,Bathurst,47212
Estimated Resident Population,2016,10301,Bathurst,47783
Estimated Resident Population,1991,10302,Lachlan Valley,60023
Estimated Resident Population,1992,10302,Lachlan Valley,60213
Estimated Resident Population,1993,10302,Lachlan Valley,60035
Estimated Resident Population,1994,10302,Lachlan Valley,60038
Estimated Resident Population,1995,10302,Lachlan Valley,59652
Estimated Resident Population,1996,10302,Lachlan Valley,59383
Estimated Resident Population,1997,10302,Lachlan Valley,59308
Estimated Resident Population,1998,10302,Lachlan Valley,59248
Estimated Resident Population,1999,10302,Lachlan Valley,59152
Estimated Resident Population,2000,10302,Lachlan Valley,59010
Estimated Resident Population,2001,10302,Lachlan Valley,58987
Estimated Resident Population,2002,10302,Lachlan Valley,58617
Estimated Resident Population,2003,10302,Lachlan Valley,58047
Estimated Resident Population,2004,10302,Lachlan Valley,57398
Estimated Resident Population,2005,10302,Lachlan Valley,56970
Estimated Resident Population,2006,10302,Lachlan Valley,56674
Estimated Resident Population,2007,10302,Lachlan Valley,56436
Estimated Resident Population,2008,10302,Lachlan Valley,56218
Estimated Resident Population,2009,10302,Lachlan Valley,56242
Estimated Resident Population,2010,10302,Lachlan Valley,56397
Estimated Resident Population,2011,10302,Lachlan Valley,56545
Estimated Resident Population,2012,10302,Lachlan Valley,56553
Estimated Resident Population,2013,10302,Lachlan Valley,56560
Estimated Resident Population,2014,10302,Lachlan Valley,56577
Estimated Resident Population,2015,10302,Lachlan Valley,56517
Estimated Resident Population,2016,10302,Lachlan Valley,56416
Estimated Resident Population,1991,10303,Lithgow - Mudgee,43227
Estimated Resident Population,1992,10303,Lithgow - Mudgee,43364
Estimated Resident Population,1993,10303,Lithgow - Mudgee,43381
Estimated Resident Population,1994,10303,Lithgow - Mudgee,43409
Estimated Resident Population,1995,10303,Lithgow - Mudgee,43427
Estimated Resident Population,1996,10303,Lithgow - Mudgee,43392
Estimated Resident Population,1997,10303,Lithgow - Mudgee,43371
Estimated Resident Population,1998,10303,Lithgow - Mudgee,43345
Estimated Resident Population,1999,10303,Lithgow - Mudgee,43624
Estimated Resident Population,2000,10303,Lithgow - Mudgee,43593
Estimated Resident Population,2001,10303,Lithgow - Mudgee,43738
Estimated Resident Population,2002,10303,Lithgow - Mudgee,43619
Estimated Resident Population,2003,10303,Lithgow - Mudgee,43462
Estimated Resident Population,2004,10303,Lithgow - Mudgee,43349
Estimated Resident Population,2005,10303,Lithgow - Mudgee,43175
Estimated Resident Population,2006,10303,Lithgow - Mudgee,43119
Estimated Resident Population,2007,10303,Lithgow - Mudgee,43465
Estimated Resident Population,2008,10303,Lithgow - Mudgee,43837
Estimated Resident Population,2009,10303,Lithgow - Mudgee,44438
Estimated Resident Population,2010,10303,Lithgow - Mudgee,44927
Estimated Resident Population,2011,10303,Lithgow - Mudgee,45360
Estimated Resident Population,2012,10303,Lithgow - Mudgee,45884
Estimated Resident Population,2013,10303,Lithgow - Mudgee,46380
Estimated Resident Population,2014,10303,Lithgow - Mudgee,46897
Estimated Resident Population,2015,10303,Lithgow - Mudgee,47343
Estimated Resident Population,2016,10303,Lithgow - Mudgee,47572
Estimated Resident Population,1991,10304,Orange,48674
Estimated Resident Population,1992,10304,Orange,49161
Estimated Resident Population,1993,10304,Orange,49512
Estimated Resident Population,1994,10304,Orange,49625
Estimated Resident Population,1995,10304,Orange,49588
Estimated Resident Population,1996,10304,Orange,49636
Estimated Resident Population,1997,10304,Orange,50036
Estimated Resident Population,1998,10304,Orange,50836
Estimated Resident Population,1999,10304,Orange,51464
Estimated Resident Population,2000,10304,Orange,51902
Estimated Resident Population,2001,10304,Orange,52288
Estimated Resident Population,2002,10304,Orange,52448
Estimated Resident Population,2003,10304,Orange,52513
Estimated Resident Population,2004,10304,Orange,52311
Estimated Resident Population,2005,10304,Orange,52328
Estimated Resident Population,2006,10304,Orange,52482
Estimated Resident Population,2007,10304,Orange,53053
Estimated Resident Population,2008,10304,Orange,53725
Estimated Resident Population,2009,10304,Orange,54493
Estimated Resident Population,2010,10304,Orange,55353
Estimated Resident Population,2011,10304,Orange,56318
Estimated Resident Population,2012,10304,Orange,56913
Estimated Resident Population,2013,10304,Orange,57494
Estimated Resident Population,2014,10304,Orange,58136
Estimated Resident Population,2015,10304,Orange,58478
Estimated Resident Population,2016,10304,Orange,58991
Estimated Resident Population,1991,10401,Clarence Valley,43043
Estimated Resident Population,1992,10401,Clarence Valley,43844
Estimated Resident Population,1993,10401,Clarence Valley,44249
Estimated Resident Population,1994,10401,Clarence Valley,44781
Estimated Resident Population,1995,10401,Clarence Valley,45208
Estimated Resident Population,1996,10401,Clarence Valley,45589
Estimated Resident Population,1997,10401,Clarence Valley,46302
Estimated Resident Population,1998,10401,Clarence Valley,46951
Estimated Resident Population,1999,10401,Clarence Valley,47115
Estimated Resident Population,2000,10401,Clarence Valley,47390
Estimated Resident Population,2001,10401,Clarence Valley,47789
Estimated Resident Population,2002,10401,Clarence Valley,47964
Estimated Resident Population,2003,10401,Clarence Valley,48065
Estimated Resident Population,2004,10401,Clarence Valley,48211
Estimated Resident Population,2005,10401,Clarence Valley,48450
Estimated Resident Population,2006,10401,Clarence Valley,48737
Estimated Resident Population,2007,10401,Clarence Valley,49151
Estimated Resident Population,2008,10401,Clarence Valley,49400
Estimated Resident Population,2009,10401,Clarence Valley,49991
Estimated Resident Population,2010,10401,Clarence Valley,50573
Estimated Resident Population,2011,10401,Clarence Valley,50847
Estimated Resident Population,2012,10401,Clarence Valley,50884
Estimated Resident Population,2013,10401,Clarence Valley,50938
Estimated Resident Population,2014,10401,Clarence Valley,50966
Estimated Resident Population,2015,10401,Clarence Valley,50971
Estimated Resident Population,2016,10401,Clarence Valley,50961
Estimated Resident Population,1991,10402,Coffs Harbour,64184
Estimated Resident Population,1992,10402,Coffs Harbour,65597
Estimated Resident Population,1993,10402,Coffs Harbour,67181
Estimated Resident Population,1994,10402,Coffs Harbour,68754
Estimated Resident Population,1995,10402,Coffs Harbour,70324
Estimated Resident Population,1996,10402,Coffs Harbour,71325
Estimated Resident Population,1997,10402,Coffs Harbour,72206
Estimated Resident Population,1998,10402,Coffs Harbour,72817
Estimated Resident Population,1999,10402,Coffs Harbour,73777
Estimated Resident Population,2000,10402,Coffs Harbour,74864
Estimated Resident Population,2001,10402,Coffs Harbour,75674
Estimated Resident Population,2002,10402,Coffs Harbour,76677
Estimated Resident Population,2003,10402,Coffs Harbour,77723
Estimated Resident Population,2004,10402,Coffs Harbour,78540
Estimated Resident Population,2005,10402,Coffs Harbour,79042
Estimated Resident Population,2006,10402,Coffs Harbour,79785
Estimated Resident Population,2007,10402,Coffs Harbour,80713
Estimated Resident Population,2008,10402,Coffs Harbour,81779
Estimated Resident Population,2009,10402,Coffs Harbour,82637
Estimated Resident Population,2010,10402,Coffs Harbour,83684
Estimated Resident Population,2011,10402,Coffs Harbour,84335
Estimated Resident Population,2012,10402,Coffs Harbour,84923
Estimated Resident Population,2013,10402,Coffs Harbour,85642
Estimated Resident Population,2014,10402,Coffs Harbour,86366
Estimated Resident Population,2015,10402,Coffs Harbour,87089
Estimated Resident Population,2016,10402,Coffs Harbour,87943
Estimated Resident Population,1991,10501,Bourke - Cobar - Coonamble,31961
Estimated Resident Population,1992,10501,Bourke - Cobar - Coonamble,32041
Estimated Resident Population,1993,10501,Bourke - Cobar - Coonamble,31933
Estimated Resident Population,1994,10501,Bourke - Cobar - Coonamble,31890
Estimated Resident Population,1995,10501,Bourke - Cobar - Coonamble,31681
Estimated Resident Population,1996,10501,Bourke - Cobar - Coonamble,31565
Estimated Resident Population,1997,10501,Bourke - Cobar - Coonamble,31535
Estimated Resident Population,1998,10501,Bourke - Cobar - Coonamble,31262
Estimated Resident Population,1999,10501,Bourke - Cobar - Coonamble,30995
Estimated Resident Population,2000,10501,Bourke - Cobar - Coonamble,30713
Estimated Resident Population,2001,10501,Bourke - Cobar - Coonamble,30532
Estimated Resident Population,2002,10501,Bourke - Cobar - Coonamble,29914
Estimated Resident Population,2003,10501,Bourke - Cobar - Coonamble,29147
Estimated Resident Population,2004,10501,Bourke - Cobar - Coonamble,28413
Estimated Resident Population,2005,10501,Bourke - Cobar - Coonamble,27835
Estimated Resident Population,2006,10501,Bourke - Cobar - Coonamble,27289
Estimated Resident Population,2007,10501,Bourke - Cobar - Coonamble,26946
Estimated Resident Population,2008,10501,Bourke - Cobar - Coonamble,26696
Estimated Resident Population,2009,10501,Bourke - Cobar - Coonamble,26665
Estimated Resident Population,2010,10501,Bourke - Cobar - Coonamble,26686
Estimated Resident Population,2011,10501,Bourke - Cobar - Coonamble,26498
Estimated Resident Population,2012,10501,Bourke - Cobar - Coonamble,26245
Estimated Resident Population,2013,10501,Bourke - Cobar - Coonamble,25944
Estimated Resident Population,2014,10501,Bourke - Cobar - Coonamble,25698
Estimated Resident Population,2015,10501,Bourke - Cobar - Coonamble,25386
Estimated Resident Population,2016,10501,Bourke - Cobar - Coonamble,25059
Estimated Resident Population,1991,10502,Broken Hill and Far West,28275
Estimated Resident Population,1992,10502,Broken Hill and Far West,27890
Estimated Resident Population,1993,10502,Broken Hill and Far West,27378
Estimated Resident Population,1994,10502,Broken Hill and Far West,26699
Estimated Resident Population,1995,10502,Broken Hill and Far West,25864
Estimated Resident Population,1996,10502,Broken Hill and Far West,25300
Estimated Resident Population,1997,10502,Broken Hill and Far West,25042
Estimated Resident Population,1998,10502,Broken Hill and Far West,24934
Estimated Resident Population,1999,10502,Broken Hill and Far West,24761
Estimated Resident Population,2000,10502,Broken Hill and Far West,24366
Estimated Resident Population,2001,10502,Broken Hill and Far West,24208
Estimated Resident Population,2002,10502,Broken Hill and Far West,23832
Estimated Resident Population,2003,10502,Broken Hill and Far West,23424
Estimated Resident Population,2004,10502,Broken Hill and Far West,23055
Estimated Resident Population,2005,10502,Broken Hill and Far West,22768
Estimated Resident Population,2006,10502,Broken Hill and Far West,22491
Estimated Resident Population,2007,10502,Broken Hill and Far West,22447
Estimated Resident Population,2008,10502,Broken Hill and Far West,22343
Estimated Resident Population,2009,10502,Broken Hill and Far West,22180
Estimated Resident Population,2010,10502,Broken Hill and Far West,22041
Estimated Resident Population,2011,10502,Broken Hill and Far West,21937
Estimated Resident Population,2012,10502,Broken Hill and Far West,21714
Estimated Resident Population,2013,10502,Broken Hill and Far West,21479
Estimated Resident Population,2014,10502,Broken Hill and Far West,21249
Estimated Resident Population,2015,10502,Broken Hill and Far West,20919
Estimated Resident Population,2016,10502,Broken Hill and Far West,20598
Estimated Resident Population,1991,10503,Dubbo,65389
Estimated Resident Population,1992,10503,Dubbo,66424
Estimated Resident Population,1993,10503,Dubbo,66770
Estimated Resident Population,1994,10503,Dubbo,67137
Estimated Resident Population,1995,10503,Dubbo,67023
Estimated Resident Population,1996,10503,Dubbo,66869
Estimated Resident Population,1997,10503,Dubbo,67081
Estimated Resident Population,1998,10503,Dubbo,67491
Estimated Resident Population,1999,10503,Dubbo,68196
Estimated Resident Population,2000,10503,Dubbo,68395
Estimated Resident Population,2001,10503,Dubbo,68842
Estimated Resident Population,2002,10503,Dubbo,68585
Estimated Resident Population,2003,10503,Dubbo,68193
Estimated Resident Population,2004,10503,Dubbo,67861
Estimated Resident Population,2005,10503,Dubbo,67635
Estimated Resident Population,2006,10503,Dubbo,67538
Estimated Resident Population,2007,10503,Dubbo,67629
Estimated Resident Population,2008,10503,Dubbo,68306
Estimated Resident Population,2009,10503,Dubbo,68944
Estimated Resident Population,2010,10503,Dubbo,69491
Estimated Resident Population,2011,10503,Dubbo,69556
Estimated Resident Population,2012,10503,Dubbo,69735
Estimated Resident Population,2013,10503,Dubbo,69961
Estimated Resident Population,2014,10503,Dubbo,70400
Estimated Resident Population,2015,10503,Dubbo,70770
Estimated Resident Population,2016,10503,Dubbo,71138
Estimated Resident Population,1991,10601,Lower Hunter,72171
Estimated Resident Population,1992,10601,Lower Hunter,72406
Estimated Resident Population,1993,10601,Lower Hunter,72539
Estimated Resident Population,1994,10601,Lower Hunter,72798
Estimated Resident Population,1995,10601,Lower Hunter,73150
Estimated Resident Population,1996,10601,Lower Hunter,73742
Estimated Resident Population,1997,10601,Lower Hunter,74354
Estimated Resident Population,1998,10601,Lower Hunter,74891
Estimated Resident Population,1999,10601,Lower Hunter,75406
Estimated Resident Population,2000,10601,Lower Hunter,75894
Estimated Resident Population,2001,10601,Lower Hunter,76441
Estimated Resident Population,2002,10601,Lower Hunter,76970
Estimated Resident Population,2003,10601,Lower Hunter,77460
Estimated Resident Population,2004,10601,Lower Hunter,77724
Estimated Resident Population,2005,10601,Lower Hunter,78219
Estimated Resident Population,2006,10601,Lower Hunter,78679
Estimated Resident Population,2007,10601,Lower Hunter,79735
Estimated Resident Population,2008,10601,Lower Hunter,80922
Estimated Resident Population,2009,10601,Lower Hunter,82002
Estimated Resident Population,2010,10601,Lower Hunter,83327
Estimated Resident Population,2011,10601,Lower Hunter,84692
Estimated Resident Population,2012,10601,Lower Hunter,85709
Estimated Resident Population,2013,10601,Lower Hunter,86853
Estimated Resident Population,2014,10601,Lower Hunter,87866
Estimated Resident Population,2015,10601,Lower Hunter,88759
Estimated Resident Population,2016,10601,Lower Hunter,89621
Estimated Resident Population,1991,10602,Maitland,44916
Estimated Resident Population,1992,10602,Maitland,45329
Estimated Resident Population,1993,10602,Maitland,45807
Estimated Resident Population,1994,10602,Maitland,46330
Estimated Resident Population,1995,10602,Maitland,46924
Estimated Resident Population,1996,10602,Maitland,47536
Estimated Resident Population,1997,10602,Maitland,48447
Estimated Resident Population,1998,10602,Maitland,49315
Estimated Resident Population,1999,10602,Maitland,50180
Estimated Resident Population,2000,10602,Maitland,51352
Estimated Resident Population,2001,10602,Maitland,52324
Estimated Resident Population,2002,10602,Maitland,53927
Estimated Resident Population,2003,10602,Maitland,55458
Estimated Resident Population,2004,10602,Maitland,56753
Estimated Resident Population,2005,10602,Maitland,58337
Estimated Resident Population,2006,10602,Maitland,59934
Estimated Resident Population,2007,10602,Maitland,61670
Estimated Resident Population,2008,10602,Maitland,62840
Estimated Resident Population,2009,10602,Maitland,63895
Estimated Resident Population,2010,10602,Maitland,65097
Estimated Resident Population,2011,10602,Maitland,66540
Estimated Resident Population,2012,10602,Maitland,68752
Estimated Resident Population,2013,10602,Maitland,70696
Estimated Resident Population,2014,10602,Maitland,72667
Estimated Resident Population,2015,10602,Maitland,74431
Estimated Resident Population,2016,10602,Maitland,76134
Estimated Resident Population,1991,10603,Port Stephens,46264
Estimated Resident Population,1992,10603,Port Stephens,47478
Estimated Resident Population,1993,10603,Port Stephens,49225
Estimated Resident Population,1994,10603,Port Stephens,50627
Estimated Resident Population,1995,10603,Port Stephens,52283
Estimated Resident Population,1996,10603,Port Stephens,53764
Estimated Resident Population,1997,10603,Port Stephens,55262
Estimated Resident Population,1998,10603,Port Stephens,56548
Estimated Resident Population,1999,10603,Port Stephens,57957
Estimated Resident Population,2000,10603,Port Stephens,59572
Estimated Resident Population,2001,10603,Port Stephens,61044
Estimated Resident Population,2002,10603,Port Stephens,62087
Estimated Resident Population,2003,10603,Port Stephens,63336
Estimated Resident Population,2004,10603,Port Stephens,64088
Estimated Resident Population,2005,10603,Port Stephens,64784
Estimated Resident Population,2006,10603,Port Stephens,64829
Estimated Resident Population,2007,10603,Port Stephens,66155
Estimated Resident Population,2008,10603,Port Stephens,67099
Estimated Resident Population,2009,10603,Port Stephens,68138
Estimated Resident Population,2010,10603,Port Stephens,69289
Estimated Resident Population,2011,10603,Port Stephens,70039
Estimated Resident Population,2012,10603,Port Stephens,70739
Estimated Resident Population,2013,10603,Port Stephens,71298
Estimated Resident Population,2014,10603,Port Stephens,71860
Estimated Resident Population,2015,10603,Port Stephens,72396
Estimated Resident Population,2016,10603,Port Stephens,73036
Estimated Resident Population,1991,10604,Upper Hunter,29016
Estimated Resident Population,1992,10604,Upper Hunter,29095
Estimated Resident Population,1993,10604,Upper Hunter,29155
Estimated Resident Population,1994,10604,Upper Hunter,29196
Estimated Resident Population,1995,10604,Upper Hunter,29111
Estimated Resident Population,1996,10604,Upper Hunter,29038
Estimated Resident Population,1997,10604,Upper Hunter,28976
Estimated Resident Population,1998,10604,Upper Hunter,28792
Estimated Resident Population,1999,10604,Upper Hunter,28618
Estimated Resident Population,2000,10604,Upper Hunter,28454
Estimated Resident Population,2001,10604,Upper Hunter,28529
Estimated Resident Population,2002,10604,Upper Hunter,28754
Estimated Resident Population,2003,10604,Upper Hunter,28737
Estimated Resident Population,2004,10604,Upper Hunter,28637
Estimated Resident Population,2005,10604,Upper Hunter,28748
Estimated Resident Population,2006,10604,Upper Hunter,28972
Estimated Resident Population,2007,10604,Upper Hunter,29087
Estimated Resident Population,2008,10604,Upper Hunter,29348
Estimated Resident Population,2009,10604,Upper Hunter,29679
Estimated Resident Population,2010,10604,Upper Hunter,30091
Estimated Resident Population,2011,10604,Upper Hunter,30534
Estimated Resident Population,2012,10604,Upper Hunter,30812
Estimated Resident Population,2013,10604,Upper Hunter,30968
Estimated Resident Population,2014,10604,Upper Hunter,31002
Estimated Resident Population,2015,10604,Upper Hunter,30929
Estimated Resident Population,2016,10604,Upper Hunter,30877
Estimated Resident Population,1991,10701,Dapto - Port Kembla,69510
Estimated Resident Population,1992,10701,Dapto - Port Kembla,69354
Estimated Resident Population,1993,10701,Dapto - Port Kembla,69203
Estimated Resident Population,1994,10701,Dapto - Port Kembla,69189
Estimated Resident Population,1995,10701,Dapto - Port Kembla,69298
Estimated Resident Population,1996,10701,Dapto - Port Kembla,69879
Estimated Resident Population,1997,10701,Dapto - Port Kembla,70096
Estimated Resident Population,1998,10701,Dapto - Port Kembla,70749
Estimated Resident Population,1999,10701,Dapto - Port Kembla,71340
Estimated Resident Population,2000,10701,Dapto - Port Kembla,71638
Estimated Resident Population,2001,10701,Dapto - Port Kembla,72302
Estimated Resident Population,2002,10701,Dapto - Port Kembla,72678
Estimated Resident Population,2003,10701,Dapto - Port Kembla,72874
Estimated Resident Population,2004,10701,Dapto - Port Kembla,72980
Estimated Resident Population,2005,10701,Dapto - Port Kembla,72762
Estimated Resident Population,2006,10701,Dapto - Port Kembla,72762
Estimated Resident Population,2007,10701,Dapto - Port Kembla,73271
Estimated Resident Population,2008,10701,Dapto - Port Kembla,73903
Estimated Resident Population,2009,10701,Dapto - Port Kembla,74510
