Measure,Year,SA3_MAIN11,SA2_NAME11,Estimates_resident_population
Estimated Resident Population,1993,12202,Pittwater,53353
Estimated Resident Population,1994,12202,Pittwater,53664
Estimated Resident Population,1995,12202,Pittwater,53978
Estimated Resident Population,1996,12202,Pittwater,54506
Estimated Resident Population,1997,12202,Pittwater,55080
Estimated Resident Population,1998,12202,Pittwater,55436
Estimated Resident Population,1999,12202,Pittwater,55356
Estimated Resident Population,2000,12202,Pittwater,55572
Estimated Resident Population,2001,12202,Pittwater,56045
Estimated Resident Population,2002,12202,Pittwater,56077
Estimated Resident Population,2003,12202,Pittwater,55837
Estimated Resident Population,2004,12202,Pittwater,55610
Estimated Resident Population,2005,12202,Pittwater,55943
Estimated Resident Population,2006,12202,Pittwater,56252
Estimated Resident Population,2007,12202,Pittwater,56680
Estimated Resident Population,2008,12202,Pittwater,57137
Estimated Resident Population,2009,12202,Pittwater,58672
Estimated Resident Population,2010,12202,Pittwater,59577
Estimated Resident Population,2011,12202,Pittwater,60455
Estimated Resident Population,2012,12202,Pittwater,60957
Estimated Resident Population,2013,12202,Pittwater,61602
Estimated Resident Population,2014,12202,Pittwater,62160
Estimated Resident Population,2015,12202,Pittwater,62868
Estimated Resident Population,2016,12202,Pittwater,63504
Estimated Resident Population,1991,12203,Warringah,129784
Estimated Resident Population,1992,12203,Warringah,129429
Estimated Resident Population,1993,12203,Warringah,128718
Estimated Resident Population,1994,12203,Warringah,128695
Estimated Resident Population,1995,12203,Warringah,129020
Estimated Resident Population,1996,12203,Warringah,130093
Estimated Resident Population,1997,12203,Warringah,130687
Estimated Resident Population,1998,12203,Warringah,131348
Estimated Resident Population,1999,12203,Warringah,132445
Estimated Resident Population,2000,12203,Warringah,133963
Estimated Resident Population,2001,12203,Warringah,135343
Estimated Resident Population,2002,12203,Warringah,135561
Estimated Resident Population,2003,12203,Warringah,135796
Estimated Resident Population,2004,12203,Warringah,136182
Estimated Resident Population,2005,12203,Warringah,137171
Estimated Resident Population,2006,12203,Warringah,138322
Estimated Resident Population,2007,12203,Warringah,140629
Estimated Resident Population,2008,12203,Warringah,142853
Estimated Resident Population,2009,12203,Warringah,144890
Estimated Resident Population,2010,12203,Warringah,146774
Estimated Resident Population,2011,12203,Warringah,148423
Estimated Resident Population,2012,12203,Warringah,150183
Estimated Resident Population,2013,12203,Warringah,152093
Estimated Resident Population,2014,12203,Warringah,154118
Estimated Resident Population,2015,12203,Warringah,156071
Estimated Resident Population,2016,12203,Warringah,157846
Estimated Resident Population,1991,12301,Camden,17937
Estimated Resident Population,1992,12301,Camden,19552
Estimated Resident Population,1993,12301,Camden,20954
Estimated Resident Population,1994,12301,Camden,22738
Estimated Resident Population,1995,12301,Camden,25237
Estimated Resident Population,1996,12301,Camden,27069
Estimated Resident Population,1997,12301,Camden,29233
Estimated Resident Population,1998,12301,Camden,31826
Estimated Resident Population,1999,12301,Camden,34509
Estimated Resident Population,2000,12301,Camden,36917
Estimated Resident Population,2001,12301,Camden,39523
Estimated Resident Population,2002,12301,Camden,41410
Estimated Resident Population,2003,12301,Camden,42703
Estimated Resident Population,2004,12301,Camden,43390
Estimated Resident Population,2005,12301,Camden,44621
Estimated Resident Population,2006,12301,Camden,45397
Estimated Resident Population,2007,12301,Camden,47163
Estimated Resident Population,2008,12301,Camden,48910
Estimated Resident Population,2009,12301,Camden,50710
Estimated Resident Population,2010,12301,Camden,52239
Estimated Resident Population,2011,12301,Camden,53784
Estimated Resident Population,2012,12301,Camden,55293
Estimated Resident Population,2013,12301,Camden,56976
Estimated Resident Population,2014,12301,Camden,59337
Estimated Resident Population,2015,12301,Camden,61904
Estimated Resident Population,2016,12301,Camden,64212
Estimated Resident Population,1991,12302,Campbelltown (NSW),143773
Estimated Resident Population,1992,12302,Campbelltown (NSW),145558
Estimated Resident Population,1993,12302,Campbelltown (NSW),146485
Estimated Resident Population,1994,12302,Campbelltown (NSW),147066
Estimated Resident Population,1995,12302,Campbelltown (NSW),147651
Estimated Resident Population,1996,12302,Campbelltown (NSW),148586
Estimated Resident Population,1997,12302,Campbelltown (NSW),148908
Estimated Resident Population,1998,12302,Campbelltown (NSW),149036
Estimated Resident Population,1999,12302,Campbelltown (NSW),149393
Estimated Resident Population,2000,12302,Campbelltown (NSW),149772
Estimated Resident Population,2001,12302,Campbelltown (NSW),150579
Estimated Resident Population,2002,12302,Campbelltown (NSW),150382
Estimated Resident Population,2003,12302,Campbelltown (NSW),149845
Estimated Resident Population,2004,12302,Campbelltown (NSW),148810
Estimated Resident Population,2005,12302,Campbelltown (NSW),148378
Estimated Resident Population,2006,12302,Campbelltown (NSW),147738
Estimated Resident Population,2007,12302,Campbelltown (NSW),148539
Estimated Resident Population,2008,12302,Campbelltown (NSW),149652
Estimated Resident Population,2009,12302,Campbelltown (NSW),151281
Estimated Resident Population,2010,12302,Campbelltown (NSW),151752
Estimated Resident Population,2011,12302,Campbelltown (NSW),152421
Estimated Resident Population,2012,12302,Campbelltown (NSW),153723
Estimated Resident Population,2013,12302,Campbelltown (NSW),155616
Estimated Resident Population,2014,12302,Campbelltown (NSW),157635
Estimated Resident Population,2015,12302,Campbelltown (NSW),159973
Estimated Resident Population,2016,12302,Campbelltown (NSW),162845
Estimated Resident Population,1991,12303,Wollondilly,26665
Estimated Resident Population,1992,12303,Wollondilly,27310
Estimated Resident Population,1993,12303,Wollondilly,27898
Estimated Resident Population,1994,12303,Wollondilly,28546
Estimated Resident Population,1995,12303,Wollondilly,29182
Estimated Resident Population,1996,12303,Wollondilly,29861
Estimated Resident Population,1997,12303,Wollondilly,30299
Estimated Resident Population,1998,12303,Wollondilly,31025
Estimated Resident Population,1999,12303,Wollondilly,31589
Estimated Resident Population,2000,12303,Wollondilly,32352
Estimated Resident Population,2001,12303,Wollondilly,33097
Estimated Resident Population,2002,12303,Wollondilly,33429
Estimated Resident Population,2003,12303,Wollondilly,33973
Estimated Resident Population,2004,12303,Wollondilly,34365
Estimated Resident Population,2005,12303,Wollondilly,34702
Estimated Resident Population,2006,12303,Wollondilly,35080
Estimated Resident Population,2007,12303,Wollondilly,35463
Estimated Resident Population,2008,12303,Wollondilly,36018
Estimated Resident Population,2009,12303,Wollondilly,36563
Estimated Resident Population,2010,12303,Wollondilly,36997
Estimated Resident Population,2011,12303,Wollondilly,37546
Estimated Resident Population,2012,12303,Wollondilly,38298
Estimated Resident Population,2013,12303,Wollondilly,39077
Estimated Resident Population,2014,12303,Wollondilly,39987
Estimated Resident Population,2015,12303,Wollondilly,41020
Estimated Resident Population,2016,12303,Wollondilly,42215
Estimated Resident Population,1991,12401,Blue Mountains,72652
Estimated Resident Population,1992,12401,Blue Mountains,73050
Estimated Resident Population,1993,12401,Blue Mountains,73220
Estimated Resident Population,1994,12401,Blue Mountains,73462
Estimated Resident Population,1995,12401,Blue Mountains,73661
Estimated Resident Population,1996,12401,Blue Mountains,74135
Estimated Resident Population,1997,12401,Blue Mountains,74610
Estimated Resident Population,1998,12401,Blue Mountains,74978
Estimated Resident Population,1999,12401,Blue Mountains,75423
Estimated Resident Population,2000,12401,Blue Mountains,75759
Estimated Resident Population,2001,12401,Blue Mountains,76385
Estimated Resident Population,2002,12401,Blue Mountains,76713
Estimated Resident Population,2003,12401,Blue Mountains,76796
Estimated Resident Population,2004,12401,Blue Mountains,76262
Estimated Resident Population,2005,12401,Blue Mountains,75818
Estimated Resident Population,2006,12401,Blue Mountains,75446
Estimated Resident Population,2007,12401,Blue Mountains,75953
Estimated Resident Population,2008,12401,Blue Mountains,76990
Estimated Resident Population,2009,12401,Blue Mountains,77802
Estimated Resident Population,2010,12401,Blue Mountains,78025
Estimated Resident Population,2011,12401,Blue Mountains,78302
Estimated Resident Population,2012,12401,Blue Mountains,78308
Estimated Resident Population,2013,12401,Blue Mountains,78464
Estimated Resident Population,2014,12401,Blue Mountains,78627
Estimated Resident Population,2015,12401,Blue Mountains,78636
Estimated Resident Population,2016,12401,Blue Mountains,78496
Estimated Resident Population,1991,12402,Blue Mountains - South,7
Estimated Resident Population,1992,12402,Blue Mountains - South,7
Estimated Resident Population,1993,12402,Blue Mountains - South,7
Estimated Resident Population,1994,12402,Blue Mountains - South,7
Estimated Resident Population,1995,12402,Blue Mountains - South,7
Estimated Resident Population,1996,12402,Blue Mountains - South,7
Estimated Resident Population,1997,12402,Blue Mountains - South,7
Estimated Resident Population,1998,12402,Blue Mountains - South,7
Estimated Resident Population,1999,12402,Blue Mountains - South,7
Estimated Resident Population,2000,12402,Blue Mountains - South,7
Estimated Resident Population,2001,12402,Blue Mountains - South,7
Estimated Resident Population,2002,12402,Blue Mountains - South,7
Estimated Resident Population,2003,12402,Blue Mountains - South,7
Estimated Resident Population,2004,12402,Blue Mountains - South,7
Estimated Resident Population,2005,12402,Blue Mountains - South,7
Estimated Resident Population,2006,12402,Blue Mountains - South,7
Estimated Resident Population,2007,12402,Blue Mountains - South,7
Estimated Resident Population,2008,12402,Blue Mountains - South,7
Estimated Resident Population,2009,12402,Blue Mountains - South,7
Estimated Resident Population,2010,12402,Blue Mountains - South,7
Estimated Resident Population,2011,12402,Blue Mountains - South,7
Estimated Resident Population,2012,12402,Blue Mountains - South,6
Estimated Resident Population,2013,12402,Blue Mountains - South,6
Estimated Resident Population,2014,12402,Blue Mountains - South,5
Estimated Resident Population,2015,12402,Blue Mountains - South,5
Estimated Resident Population,2016,12402,Blue Mountains - South,4
Estimated Resident Population,1991,12403,Penrith,102113
Estimated Resident Population,1992,12403,Penrith,104804
Estimated Resident Population,1993,12403,Penrith,107417
Estimated Resident Population,1994,12403,Penrith,109273
Estimated Resident Population,1995,12403,Penrith,110851
Estimated Resident Population,1996,12403,Penrith,112232
Estimated Resident Population,1997,12403,Penrith,114378
Estimated Resident Population,1998,12403,Penrith,116222
Estimated Resident Population,1999,12403,Penrith,117628
Estimated Resident Population,2000,12403,Penrith,119664
Estimated Resident Population,2001,12403,Penrith,121946
Estimated Resident Population,2002,12403,Penrith,122677
Estimated Resident Population,2003,12403,Penrith,122691
Estimated Resident Population,2004,12403,Penrith,121990
Estimated Resident Population,2005,12403,Penrith,122274
Estimated Resident Population,2006,12403,Penrith,122550
Estimated Resident Population,2007,12403,Penrith,123460
Estimated Resident Population,2008,12403,Penrith,125372
Estimated Resident Population,2009,12403,Penrith,126803
Estimated Resident Population,2010,12403,Penrith,127621
Estimated Resident Population,2011,12403,Penrith,128837
Estimated Resident Population,2012,12403,Penrith,131287
Estimated Resident Population,2013,12403,Penrith,134107
Estimated Resident Population,2014,12403,Penrith,136912
Estimated Resident Population,2015,12403,Penrith,140325
Estimated Resident Population,2016,12403,Penrith,143490
Estimated Resident Population,1991,12404,Richmond - Windsor,30600
Estimated Resident Population,1992,12404,Richmond - Windsor,31741
Estimated Resident Population,1993,12404,Richmond - Windsor,32612
Estimated Resident Population,1994,12404,Richmond - Windsor,33008
Estimated Resident Population,1995,12404,Richmond - Windsor,33419
Estimated Resident Population,1996,12404,Richmond - Windsor,33961
Estimated Resident Population,1997,12404,Richmond - Windsor,34246
Estimated Resident Population,1998,12404,Richmond - Windsor,34387
Estimated Resident Population,1999,12404,Richmond - Windsor,34721
Estimated Resident Population,2000,12404,Richmond - Windsor,35265
Estimated Resident Population,2001,12404,Richmond - Windsor,35728
Estimated Resident Population,2002,12404,Richmond - Windsor,35750
Estimated Resident Population,2003,12404,Richmond - Windsor,35723
Estimated Resident Population,2004,12404,Richmond - Windsor,35564
Estimated Resident Population,2005,12404,Richmond - Windsor,35407
Estimated Resident Population,2006,12404,Richmond - Windsor,35366
Estimated Resident Population,2007,12404,Richmond - Windsor,35711
Estimated Resident Population,2008,12404,Richmond - Windsor,36249
Estimated Resident Population,2009,12404,Richmond - Windsor,36551
Estimated Resident Population,2010,12404,Richmond - Windsor,36782
Estimated Resident Population,2011,12404,Richmond - Windsor,36943
Estimated Resident Population,2012,12404,Richmond - Windsor,37055
Estimated Resident Population,2013,12404,Richmond - Windsor,37233
Estimated Resident Population,2014,12404,Richmond - Windsor,37334
Estimated Resident Population,2015,12404,Richmond - Windsor,37404
Estimated Resident Population,2016,12404,Richmond - Windsor,37469
Estimated Resident Population,1991,12405,St Marys,52549
Estimated Resident Population,1992,12405,St Marys,53497
Estimated Resident Population,1993,12405,St Marys,53553
Estimated Resident Population,1994,12405,St Marys,53520
Estimated Resident Population,1995,12405,St Marys,53450
Estimated Resident Population,1996,12405,St Marys,53592
Estimated Resident Population,1997,12405,St Marys,53444
Estimated Resident Population,1998,12405,St Marys,53155
Estimated Resident Population,1999,12405,St Marys,53008
Estimated Resident Population,2000,12405,St Marys,53014
Estimated Resident Population,2001,12405,St Marys,53077
Estimated Resident Population,2002,12405,St Marys,52781
Estimated Resident Population,2003,12405,St Marys,52527
Estimated Resident Population,2004,12405,St Marys,52126
Estimated Resident Population,2005,12405,St Marys,52130
Estimated Resident Population,2006,12405,St Marys,52007
Estimated Resident Population,2007,12405,St Marys,52443
Estimated Resident Population,2008,12405,St Marys,53032
Estimated Resident Population,2009,12405,St Marys,53545
Estimated Resident Population,2010,12405,St Marys,53664
Estimated Resident Population,2011,12405,St Marys,53908
Estimated Resident Population,2012,12405,St Marys,54167
Estimated Resident Population,2013,12405,St Marys,54522
Estimated Resident Population,2014,12405,St Marys,54814
Estimated Resident Population,2015,12405,St Marys,55138
Estimated Resident Population,2016,12405,St Marys,55427
Estimated Resident Population,1991,12501,Auburn,50313
Estimated Resident Population,1992,12501,Auburn,50708
Estimated Resident Population,1993,12501,Auburn,51041
Estimated Resident Population,1994,12501,Auburn,51689
Estimated Resident Population,1995,12501,Auburn,52656
Estimated Resident Population,1996,12501,Auburn,53595
Estimated Resident Population,1997,12501,Auburn,54384
Estimated Resident Population,1998,12501,Auburn,55264
Estimated Resident Population,1999,12501,Auburn,56308
Estimated Resident Population,2000,12501,Auburn,57288
Estimated Resident Population,2001,12501,Auburn,59010
Estimated Resident Population,2002,12501,Auburn,60741
Estimated Resident Population,2003,12501,Auburn,62093
Estimated Resident Population,2004,12501,Auburn,64014
Estimated Resident Population,2005,12501,Auburn,66615
Estimated Resident Population,2006,12501,Auburn,68518
Estimated Resident Population,2007,12501,Auburn,70951
Estimated Resident Population,2008,12501,Auburn,73338
Estimated Resident Population,2009,12501,Auburn,75638
Estimated Resident Population,2010,12501,Auburn,77366
Estimated Resident Population,2011,12501,Auburn,78502
Estimated Resident Population,2012,12501,Auburn,81111
Estimated Resident Population,2013,12501,Auburn,84287
Estimated Resident Population,2014,12501,Auburn,87040
Estimated Resident Population,2015,12501,Auburn,90239
Estimated Resident Population,2016,12501,Auburn,94077
Estimated Resident Population,1991,12502,Carlingford,55139
Estimated Resident Population,1992,12502,Carlingford,55120
Estimated Resident Population,1993,12502,Carlingford,55076
Estimated Resident Population,1994,12502,Carlingford,55313
Estimated Resident Population,1995,12502,Carlingford,55048
Estimated Resident Population,1996,12502,Carlingford,55173
Estimated Resident Population,1997,12502,Carlingford,55444
Estimated Resident Population,1998,12502,Carlingford,55716
Estimated Resident Population,1999,12502,Carlingford,56118
Estimated Resident Population,2000,12502,Carlingford,56563
Estimated Resident Population,2001,12502,Carlingford,57222
Estimated Resident Population,2002,12502,Carlingford,56890
Estimated Resident Population,2003,12502,Carlingford,56748
Estimated Resident Population,2004,12502,Carlingford,56958
Estimated Resident Population,2005,12502,Carlingford,57278
Estimated Resident Population,2006,12502,Carlingford,57289
Estimated Resident Population,2007,12502,Carlingford,58184
Estimated Resident Population,2008,12502,Carlingford,59156
Estimated Resident Population,2009,12502,Carlingford,60311
Estimated Resident Population,2010,12502,Carlingford,61218
Estimated Resident Population,2011,12502,Carlingford,62158
Estimated Resident Population,2012,12502,Carlingford,63281
Estimated Resident Population,2013,12502,Carlingford,64460
Estimated Resident Population,2014,12502,Carlingford,65755
Estimated Resident Population,2015,12502,Carlingford,67323
Estimated Resident Population,2016,12502,Carlingford,68864
Estimated Resident Population,1991,12503,Merrylands - Guildford,120903
Estimated Resident Population,1992,12503,Merrylands - Guildford,121151
Estimated Resident Population,1993,12503,Merrylands - Guildford,120987
Estimated Resident Population,1994,12503,Merrylands - Guildford,120850
Estimated Resident Population,1995,12503,Merrylands - Guildford,120826
Estimated Resident Population,1996,12503,Merrylands - Guildford,121189
Estimated Resident Population,1997,12503,Merrylands - Guildford,121252
Estimated Resident Population,1998,12503,Merrylands - Guildford,121509
Estimated Resident Population,1999,12503,Merrylands - Guildford,121714
Estimated Resident Population,2000,12503,Merrylands - Guildford,122896
Estimated Resident Population,2001,12503,Merrylands - Guildford,123819
Estimated Resident Population,2002,12503,Merrylands - Guildford,123442
Estimated Resident Population,2003,12503,Merrylands - Guildford,123416
Estimated Resident Population,2004,12503,Merrylands - Guildford,123785
Estimated Resident Population,2005,12503,Merrylands - Guildford,125335
Estimated Resident Population,2006,12503,Merrylands - Guildford,127360
Estimated Resident Population,2007,12503,Merrylands - Guildford,130241
Estimated Resident Population,2008,12503,Merrylands - Guildford,133731
Estimated Resident Population,2009,12503,Merrylands - Guildford,136694
Estimated Resident Population,2010,12503,Merrylands - Guildford,139624
Estimated Resident Population,2011,12503,Merrylands - Guildford,142224
Estimated Resident Population,2012,12503,Merrylands - Guildford,145318
Estimated Resident Population,2013,12503,Merrylands - Guildford,148667
Estimated Resident Population,2014,12503,Merrylands - Guildford,151678
Estimated Resident Population,2015,12503,Merrylands - Guildford,154582
Estimated Resident Population,2016,12503,Merrylands - Guildford,157512
Estimated Resident Population,1991,12504,Parramatta,98346
Estimated Resident Population,1992,12504,Parramatta,98871
Estimated Resident Population,1993,12504,Parramatta,98823
Estimated Resident Population,1994,12504,Parramatta,99686
Estimated Resident Population,1995,12504,Parramatta,100563
Estimated Resident Population,1996,12504,Parramatta,101405
Estimated Resident Population,1997,12504,Parramatta,102195
Estimated Resident Population,1998,12504,Parramatta,102931
Estimated Resident Population,1999,12504,Parramatta,104400
Estimated Resident Population,2000,12504,Parramatta,105924
Estimated Resident Population,2001,12504,Parramatta,107468
Estimated Resident Population,2002,12504,Parramatta,108451
Estimated Resident Population,2003,12504,Parramatta,109657
Estimated Resident Population,2004,12504,Parramatta,110883
Estimated Resident Population,2005,12504,Parramatta,112279
Estimated Resident Population,2006,12504,Parramatta,114515
Estimated Resident Population,2007,12504,Parramatta,117428
Estimated Resident Population,2008,12504,Parramatta,121022
Estimated Resident Population,2009,12504,Parramatta,125055
Estimated Resident Population,2010,12504,Parramatta,128420
Estimated Resident Population,2011,12504,Parramatta,131002
Estimated Resident Population,2012,12504,Parramatta,133664
Estimated Resident Population,2013,12504,Parramatta,137194
Estimated Resident Population,2014,12504,Parramatta,141070
Estimated Resident Population,2015,12504,Parramatta,144101
Estimated Resident Population,2016,12504,Parramatta,146708
Estimated Resident Population,1991,12601,Pennant Hills - Epping,40353
Estimated Resident Population,1992,12601,Pennant Hills - Epping,40358
Estimated Resident Population,1993,12601,Pennant Hills - Epping,40233
Estimated Resident Population,1994,12601,Pennant Hills - Epping,40098
Estimated Resident Population,1995,12601,Pennant Hills - Epping,39967
Estimated Resident Population,1996,12601,Pennant Hills - Epping,40037
Estimated Resident Population,1997,12601,Pennant Hills - Epping,40466
Estimated Resident Population,1998,12601,Pennant Hills - Epping,40749
Estimated Resident Population,1999,12601,Pennant Hills - Epping,41108
Estimated Resident Population,2000,12601,Pennant Hills - Epping,41595
Estimated Resident Population,2001,12601,Pennant Hills - Epping,42302
Estimated Resident Population,2002,12601,Pennant Hills - Epping,42039
Estimated Resident Population,2003,12601,Pennant Hills - Epping,42026
Estimated Resident Population,2004,12601,Pennant Hills - Epping,42367
Estimated Resident Population,2005,12601,Pennant Hills - Epping,42501
Estimated Resident Population,2006,12601,Pennant Hills - Epping,42705
Estimated Resident Population,2007,12601,Pennant Hills - Epping,43034
Estimated Resident Population,2008,12601,Pennant Hills - Epping,43469
Estimated Resident Population,2009,12601,Pennant Hills - Epping,44100
Estimated Resident Population,2010,12601,Pennant Hills - Epping,44546
Estimated Resident Population,2011,12601,Pennant Hills - Epping,44949
Estimated Resident Population,2012,12601,Pennant Hills - Epping,45616
Estimated Resident Population,2013,12601,Pennant Hills - Epping,46396
Estimated Resident Population,2014,12601,Pennant Hills - Epping,47224
Estimated Resident Population,2015,12601,Pennant Hills - Epping,48286
Estimated Resident Population,2016,12601,Pennant Hills - Epping,49288
Estimated Resident Population,1991,12602,Ryde - Hunters Hill,110386
Estimated Resident Population,1992,12602,Ryde - Hunters Hill,110668
Estimated Resident Population,1993,12602,Ryde - Hunters Hill,110721
Estimated Resident Population,1994,12602,Ryde - Hunters Hill,110890
Estimated Resident Population,1995,12602,Ryde - Hunters Hill,110906
Estimated Resident Population,1996,12602,Ryde - Hunters Hill,111522
Estimated Resident Population,1997,12602,Ryde - Hunters Hill,112292
Estimated Resident Population,1998,12602,Ryde - Hunters Hill,112154
Estimated Resident Population,1999,12602,Ryde - Hunters Hill,113428
Estimated Resident Population,2000,12602,Ryde - Hunters Hill,114166
Estimated Resident Population,2001,12602,Ryde - Hunters Hill,115210
Estimated Resident Population,2002,12602,Ryde - Hunters Hill,115483
Estimated Resident Population,2003,12602,Ryde - Hunters Hill,115774
Estimated Resident Population,2004,12602,Ryde - Hunters Hill,116097
Estimated Resident Population,2005,12602,Ryde - Hunters Hill,116591
Estimated Resident Population,2006,12602,Ryde - Hunters Hill,117344
Estimated Resident Population,2007,12602,Ryde - Hunters Hill,119618
Estimated Resident Population,2008,12602,Ryde - Hunters Hill,121726
Estimated Resident Population,2009,12602,Ryde - Hunters Hill,123151
Estimated Resident Population,2010,12602,Ryde - Hunters Hill,124783
Estimated Resident Population,2011,12602,Ryde - Hunters Hill,126401
Estimated Resident Population,2012,12602,Ryde - Hunters Hill,129326
Estimated Resident Population,2013,12602,Ryde - Hunters Hill,132116
Estimated Resident Population,2014,12602,Ryde - Hunters Hill,134865
Estimated Resident Population,2015,12602,Ryde - Hunters Hill,137867
Estimated Resident Population,2016,12602,Ryde - Hunters Hill,140873
Estimated Resident Population,1991,12701,Bringelly - Green Valley,39003
Estimated Resident Population,1992,12701,Bringelly - Green Valley,41428
Estimated Resident Population,1993,12701,Bringelly - Green Valley,43822
Estimated Resident Population,1994,12701,Bringelly - Green Valley,46085
Estimated Resident Population,1995,12701,Bringelly - Green Valley,49031
Estimated Resident Population,1996,12701,Bringelly - Green Valley,52045
Estimated Resident Population,1997,12701,Bringelly - Green Valley,56438
Estimated Resident Population,1998,12701,Bringelly - Green Valley,59939
Estimated Resident Population,1999,12701,Bringelly - Green Valley,63784
Estimated Resident Population,2000,12701,Bringelly - Green Valley,67483
Estimated Resident Population,2001,12701,Bringelly - Green Valley,71602
Estimated Resident Population,2002,12701,Bringelly - Green Valley,73731
Estimated Resident Population,2003,12701,Bringelly - Green Valley,74761
Estimated Resident Population,2004,12701,Bringelly - Green Valley,75564
Estimated Resident Population,2005,12701,Bringelly - Green Valley,76275
Estimated Resident Population,2006,12701,Bringelly - Green Valley,77373
Estimated Resident Population,2007,12701,Bringelly - Green Valley,78102
Estimated Resident Population,2008,12701,Bringelly - Green Valley,79152
Estimated Resident Population,2009,12701,Bringelly - Green Valley,80593
Estimated Resident Population,2010,12701,Bringelly - Green Valley,81866
Estimated Resident Population,2011,12701,Bringelly - Green Valley,83523
Estimated Resident Population,2012,12701,Bringelly - Green Valley,86272
Estimated Resident Population,2013,12701,Bringelly - Green Valley,89442
Estimated Resident Population,2014,12701,Bringelly - Green Valley,94292
Estimated Resident Population,2015,12701,Bringelly - Green Valley,99965
Estimated Resident Population,2016,12701,Bringelly - Green Valley,106340
Estimated Resident Population,1991,12702,Fairfield,169132
Estimated Resident Population,1992,12702,Fairfield,171115
Estimated Resident Population,1993,12702,Fairfield,172532
Estimated Resident Population,1994,12702,Fairfield,173630
Estimated Resident Population,1995,12702,Fairfield,174269
Estimated Resident Population,1996,12702,Fairfield,175918
Estimated Resident Population,1997,12702,Fairfield,176155
Estimated Resident Population,1998,12702,Fairfield,176282
Estimated Resident Population,1999,12702,Fairfield,175551
Estimated Resident Population,2000,12702,Fairfield,176183
Estimated Resident Population,2001,12702,Fairfield,176933
Estimated Resident Population,2002,12702,Fairfield,176301
Estimated Resident Population,2003,12702,Fairfield,175707
Estimated Resident Population,2004,12702,Fairfield,174687
Estimated Resident Population,2005,12702,Fairfield,175021
Estimated Resident Population,2006,12702,Fairfield,175086
Estimated Resident Population,2007,12702,Fairfield,176685
Estimated Resident Population,2008,12702,Fairfield,179384
Estimated Resident Population,2009,12702,Fairfield,181927
Estimated Resident Population,2010,12702,Fairfield,183195
Estimated Resident Population,2011,12702,Fairfield,183960
Estimated Resident Population,2012,12702,Fairfield,185601
Estimated Resident Population,2013,12702,Fairfield,187578
Estimated Resident Population,2014,12702,Fairfield,189311
Estimated Resident Population,2015,12702,Fairfield,191045
Estimated Resident Population,2016,12702,Fairfield,193076
Estimated Resident Population,1991,12703,Liverpool,65417
Estimated Resident Population,1992,12703,Liverpool,67200
Estimated Resident Population,1993,12703,Liverpool,68872
Estimated Resident Population,1994,12703,Liverpool,70617
Estimated Resident Population,1995,12703,Liverpool,72616
Estimated Resident Population,1996,12703,Liverpool,74994
Estimated Resident Population,1997,12703,Liverpool,77642
Estimated Resident Population,1998,12703,Liverpool,80605
Estimated Resident Population,1999,12703,Liverpool,83420
Estimated Resident Population,2000,12703,Liverpool,86952
Estimated Resident Population,2001,12703,Liverpool,90280
Estimated Resident Population,2002,12703,Liverpool,92169
Estimated Resident Population,2003,12703,Liverpool,93133
Estimated Resident Population,2004,12703,Liverpool,94072
Estimated Resident Population,2005,12703,Liverpool,95317
Estimated Resident Population,2006,12703,Liverpool,96624
Estimated Resident Population,2007,12703,Liverpool,98866
Estimated Resident Population,2008,12703,Liverpool,102389
Estimated Resident Population,2009,12703,Liverpool,105365
Estimated Resident Population,2010,12703,Liverpool,107265
Estimated Resident Population,2011,12703,Liverpool,109099
Estimated Resident Population,2012,12703,Liverpool,111350
Estimated Resident Population,2013,12703,Liverpool,113882
Estimated Resident Population,2014,12703,Liverpool,116159
Estimated Resident Population,2015,12703,Liverpool,119010
Estimated Resident Population,2016,12703,Liverpool,122238
Estimated Resident Population,1991,12801,Cronulla - Miranda - Caringbah,96369
Estimated Resident Population,1992,12801,Cronulla - Miranda - Caringbah,96650
Estimated Resident Population,1993,12801,Cronulla - Miranda - Caringbah,96964
Estimated Resident Population,1994,12801,Cronulla - Miranda - Caringbah,96969
Estimated Resident Population,1995,12801,Cronulla - Miranda - Caringbah,97126
Estimated Resident Population,1996,12801,Cronulla - Miranda - Caringbah,97490
Estimated Resident Population,1997,12801,Cronulla - Miranda - Caringbah,98288
Estimated Resident Population,1998,12801,Cronulla - Miranda - Caringbah,99698
Estimated Resident Population,1999,12801,Cronulla - Miranda - Caringbah,100785
Estimated Resident Population,2000,12801,Cronulla - Miranda - Caringbah,101444
Estimated Resident Population,2001,12801,Cronulla - Miranda - Caringbah,102827
Estimated Resident Population,2002,12801,Cronulla - Miranda - Caringbah,103382
Estimated Resident Population,2003,12801,Cronulla - Miranda - Caringbah,103498
Estimated Resident Population,2004,12801,Cronulla - Miranda - Caringbah,103388
Estimated Resident Population,2005,12801,Cronulla - Miranda - Caringbah,103719
Estimated Resident Population,2006,12801,Cronulla - Miranda - Caringbah,103884
Estimated Resident Population,2007,12801,Cronulla - Miranda - Caringbah,104831
Estimated Resident Population,2008,12801,Cronulla - Miranda - Caringbah,106569
Estimated Resident Population,2009,12801,Cronulla - Miranda - Caringbah,108172
Estimated Resident Population,2010,12801,Cronulla - Miranda - Caringbah,109069
Estimated Resident Population,2011,12801,Cronulla - Miranda - Caringbah,109508
Estimated Resident Population,2012,12801,Cronulla - Miranda - Caringbah,110247
