LGA_NAME16,LGA_CODE_2016,lga_lat,lga_lon,gpo_lat,gpo_lon,distance,persons
Cumberland (A),LGA12380,-33.8425579,150.98762938,-33.8688197,151.2092955,20.6761403597316,216079
Dungog (A),LGA12700,-32.34956052,151.60828731,-33.8688197,151.2092955,172.972577075761,8975
Edward River (A),LGA12730,-35.17254445,144.94147192,-33.8688197,151.2092955,592.130309342602,8851
Eurobodalla (A),LGA12750,-35.94515651,149.94704939,-33.8688197,151.2092955,257.972177679671,37232
Fairfield (C),LGA12850,-33.86563441,150.89541674,-33.8688197,151.2092955,28.9821440478899,198817
Federation (A),LGA12870,-35.49707178,146.27136452,-33.8688197,151.2092955,486.381849224348,12277
Forbes (A),LGA12900,-33.42163169,147.86720198,-33.8688197,151.2092955,313.326524266475,9587
Georges River (A),LGA12930,-33.9710583,151.0863677,-33.8688197,151.2092955,16.0592185413434,146841
Gilgandra (A),LGA12950,-31.61902662,148.69073397,-33.8688197,151.2092955,343.581255485846,4236
Glen Innes Severn (A),LGA13010,-29.6449864,151.90304245,-33.8688197,151.2092955,474.222472048718,8836
Goulburn Mulwaree (A),LGA13310,-34.87603956,149.81349142,-33.8688197,151.2092955,170.156148274544,29609
Greater Hume Shire (A),LGA13340,-35.75027791,147.17183806,-33.8688197,151.2092955,423.782745901283,10351
Griffith (C),LGA13450,-34.30041047,146.00358789,-33.8688197,151.2092955,481.750227947322,25641
Gundagai (A),LGA13510,-34.85297513,148.09411958,-33.8688197,151.2092955,306.15269622234,11141
Gunnedah (A),LGA13550,-31.04654568,150.18888967,-33.8688197,151.2092955,328.095227932539,12215
Gwydir (A),LGA13660,-29.59348105,150.51680946,-33.8688197,151.2092955,479.881381277327,5258
Hawkesbury (C),LGA13800,-33.33477884,150.77324198,-33.8688197,151.2092955,71.8137333535166,64592
Hay (A),LGA13850,-34.3158621,144.68369998,-33.8688197,151.2092955,602.852956532348,2946
Hilltops (A),LGA13910,-34.35200991,148.50095747,-33.8688197,151.2092955,255.056682622402,18498
Hornsby (A),LGA14000,-33.58393044,151.0894142,-33.8688197,151.2092955,33.562259785093,142667
Hunters Hill (A),LGA14100,-33.83335184,151.14512897,-33.8688197,151.2092955,7.11799023900337,13999
Inner West (A),LGA14170,-33.89150439,151.15497403,-33.8688197,151.2092955,5.61333134573927,182043
Inverell (A),LGA14200,-29.35985904,151.06760986,-33.8688197,151.2092955,501.552833265818,16483
Junee (A),LGA14300,-34.81720674,147.66887666,-33.8688197,151.2092955,341.703457517383,6295
Kempsey (A),LGA14350,-30.9515466,152.64473312,-33.8688197,151.2092955,351.247922575508,28885
Kiama (A),LGA14400,-34.67887065,150.75622426,-33.8688197,151.2092955,99.2286542674971,21464
Ku-ring-gai (A),LGA14500,-33.7346102,151.15090827,-33.8688197,151.2092955,15.8686399451396,118053
Kyogle (A),LGA14550,-28.61779555,152.77558056,-33.8688197,151.2092955,602.547784832052,8940
Lachlan (A),LGA14600,-32.92003196,146.98987289,-33.8688197,151.2092955,405.640226748825,6194
Lake Macquarie (C),LGA14650,-33.0388571,151.53018206,-33.8688197,151.2092955,96.9701261308124,197371
Lane Cove (A),LGA14700,-33.81999351,151.16689532,-33.8688197,151.2092955,6.69402240224875,36051
Leeton (A),LGA14750,-34.53237002,146.30208236,-33.8688197,151.2092955,457.242014902157,11168
Lismore (C),LGA14850,-28.7561747,153.27065551,-33.8688197,151.2092955,601.236894433177,43135
Lithgow (C),LGA14870,-33.27767475,150.17895608,-33.8688197,151.2092955,115.898017480437,21090
Liverpool (C),LGA14900,-33.93597105,150.82520704,-33.8688197,151.2092955,36.2256111245955,204326
Liverpool Plains (A),LGA14920,-31.55061979,150.43841619,-33.8688197,151.2092955,267.669188315961,7687
Lockhart (A),LGA14950,-35.33127298,146.77543804,-33.8688197,151.2092955,437.138087709795,3119
Maitland (C),LGA15050,-32.71081374,151.54975567,-33.8688197,151.2092955,132.595658558514,77305
Mid-Coast (A),LGA15240,-32.0153345,152.09571882,-33.8688197,151.2092955,222.075212328465,90303
Mid-Western Regional (A),LGA15270,-32.59381057,149.74242053,-33.8688197,151.2092955,196.754845050064,24076
Moree Plains (A),LGA15300,-29.25287698,149.62894572,-33.8688197,151.2092955,534.639662089655,13159
Mosman (A),LGA15350,-33.8290817,151.24463512,-33.8688197,151.2092955,5.49321321524741,28475
Murray River (A),LGA15520,-35.32472141,144.21163622,-33.8688197,151.2092955,660.487643254885,11680
Murrumbidgee (A),LGA15560,-34.94960103,145.72922352,-33.8688197,151.2092955,516.820230531803,3836
Muswellbrook (A),LGA15650,-32.4399244,150.63029581,-33.8688197,151.2092955,167.778550592668,16086
Nambucca (A),LGA15700,-30.68755665,152.76893791,-33.8688197,151.2092955,382.907766995416,19212
Narrabri (A),LGA15750,-30.35649139,149.56488399,-33.8688197,151.2092955,420.120354761331,13084
Narrandera (A),LGA15800,-34.61125956,146.57968218,-33.8688197,151.2092955,433.460562614871,5853
Narromine (A),LGA15850,-32.22608912,148.06555499,-33.8688197,151.2092955,345.258863676423,6444
Newcastle (C),LGA15900,-32.88005756,151.69570718,-33.8688197,151.2092955,118.8610109129,155411
North Sydney (A),LGA15950,-33.8329519,151.2118728,-33.8688197,151.2092955,3.99541256179208,67658
Northern Beaches (A),LGA15990,-33.69023672,151.24967034,-33.8688197,151.2092955,20.20509349157,252878
Oberon (A),LGA16100,-33.88329141,149.81140078,-33.8688197,151.2092955,129.061370752578,5301
Orange (C),LGA16150,-33.32466152,149.12037372,-33.8688197,151.2092955,202.712311794529,40344
Parkes (A),LGA16200,-32.88101137,147.96142279,-33.8688197,151.2092955,320.949381140128,14608
Parramatta (C),LGA16260,-33.79934287,151.02930771,-33.8688197,151.2092955,18.3318258693387,226149
Penrith (C),LGA16350,-33.76537229,150.71807054,-33.8688197,151.2092955,46.81581937552,196066
Port Macquarie-Hastings (A),LGA16380,-31.40981098,152.53124473,-33.8688197,151.2092955,300.133135610311,78539
Port Stephens (A),LGA16400,-32.72179516,151.84472212,-33.8688197,151.2092955,140.552070057932,69556
Queanbeyan-Palerang Regional (A),LGA16490,-35.42275637,149.62717862,-33.8688197,151.2092955,225.386963713026,56027
Randwick (C),LGA16550,-33.94323893,151.24020953,-33.8688197,151.2092955,8.75303551049422,140660
Richmond Valley (A),LGA16610,-29.05962733,153.04628156,-33.8688197,151.2092955,562.390778154734,22807
Rockdale (C),LGA16650,-33.95486194,151.13987489,-33.8688197,151.2092955,11.5141275199451,109404
Ryde (C),LGA16700,-33.79913878,151.11056234,-33.8688197,151.2092955,11.9665490286203,116302
Shellharbour (C),LGA16900,-34.58269234,150.77386847,-33.8688197,151.2092955,88.9021786816336,68460
Shoalhaven (C),LGA16950,-35.09441823,150.37328615,-33.8688197,151.2092955,156.344345450396,99650
Singleton (A),LGA17000,-32.66037848,150.96453304,-33.8688197,151.2092955,136.285756804752,22987
Snowy Monaro Regional (A),LGA17040,-36.39645397,148.95891075,-33.8688197,151.2092955,347.642895588035,20218
Snowy Valleys (A),LGA17080,-35.73378456,148.24919061,-33.8688197,151.2092955,340.634992148386,14395
Strathfield (A),LGA17100,-33.88042574,151.07643714,-33.8688197,151.2092955,12.3332700521429,40312
Sutherland Shire (A),LGA17150,-34.07513753,151.05101272,-33.8688197,151.2092955,27.1911201662799,218464
Sydney (C),LGA17200,-33.88936327,151.20274013,-33.8688197,151.2092955,2.36314118992702,208374
Tamworth Regional (A),LGA17310,-30.89251696,150.90705809,-33.8688197,151.2092955,332.163910443788,59663
Temora (A),LGA17350,-34.38793959,147.48365634,-33.8688197,151.2092955,347.730004287065,6110
Tenterfield (A),LGA17400,-28.943838,152.08643221,-33.8688197,151.2092955,553.915468001969,6628
The Hills Shire (A),LGA17420,-33.58826054,150.96203409,-33.8688197,151.2092955,38.6794982612141,157243
Tweed (A),LGA17550,-28.3600007,153.35626834,-33.8688197,151.2092955,645.698460070861,91371
Upper Hunter Shire (A),LGA17620,-31.96925527,150.72652135,-33.8688197,151.2092955,215.974388064023,14112
Upper Lachlan Shire (A),LGA17640,-34.41772233,149.45566953,-33.8688197,151.2092955,172.537297918808,7695
Uralla (A),LGA17650,-30.50767559,151.31232917,-33.8688197,151.2092955,373.86784275391,6048
Wagga Wagga (C),LGA17750,-35.19661668,147.36635092,-33.8688197,151.2092955,381.695384264146,62385
Walcha (A),LGA17850,-31.16390199,151.78452868,-33.8688197,151.2092955,305.568918277093,3092
Walgett (A),LGA17900,-29.81665911,148.19445521,-33.8688197,151.2092955,532.958376283404,6107
Warren (A),LGA17950,-31.32565282,147.67984399,-33.8688197,151.2092955,435.01632326069,2732
Warrumbungle Shire (A),LGA18020,-31.46280681,149.40539253,-33.8688197,151.2092955,316.352714272762,9384
Waverley (A),LGA18050,-33.89005095,151.26684605,-33.8688197,151.2092955,5.81371486814152,66812
Weddin (A),LGA18100,-33.87191332,148.01124331,-33.8688197,151.2092955,295.249161442881,3664
Wentworth (A),LGA18200,-33.57021125,142.24288014,-33.8688197,151.2092955,829.687619923925,6794
Western Plains Regional (A),LGA18230,-32.42471665,148.85441084,-33.8688197,151.2092955,271.741955088788,50077
Willoughby (C),LGA18250,-33.8010984,151.19637054,-33.8688197,151.2092955,7.62430558828263,74302
Wingecarribee (A),LGA18350,-34.47693689,150.35625909,-33.8688197,151.2092955,103.589580206028,47882
Wollondilly (A),LGA18400,-34.10194097,150.44379513,-33.8688197,151.2092955,75.1890178569805,48519
Wollongong (C),LGA18450,-34.36879339,150.83711617,-33.8688197,151.2092955,65.3036286471037,203630
Woollahra (A),LGA18500,-33.87167499,151.25739234,-33.8688197,151.2092955,4.45189315247742,54240
Yass Valley (A),LGA18710,-34.9542016,148.88499358,-33.8688197,151.2092955,244.998090035389,16142
Unincorporated NSW,LGA19399,-30.65472049,142.2156911,-33.8688197,151.2092955,917.621730071619,1056
Alpine (S),LGA20110,-36.85356886,146.9741716,-37.8136276,144.9630576,207.386324678961,12337
Ararat (RC),LGA20260,-37.47270906,142.84319093,-37.8136276,144.9630576,190.454907561222,11600
Ballarat (C),LGA20570,-37.49285356,143.78147065,-37.8136276,144.9630576,109.965953217112,101686
Banyule (C),LGA20660,-37.73044097,145.08514087,-37.8136276,144.9630576,14.1669906227026,121865
Bass Coast (S),LGA20740,-38.50728862,145.55805566,-37.8136276,144.9630576,93.0342663997512,32804
Baw Baw (S),LGA20830,-37.98399912,146.13150271,-37.8136276,144.9630576,104.258372209619,48479
Bayside (C),LGA20910,-37.94183906,145.01815395,-37.8136276,144.9630576,15.054270488673,97087
Benalla (RC),LGA21010,-36.58700297,146.02376159,-37.8136276,144.9630576,165.615000076108,13861
Boroondara (C),LGA21110,-37.81928627,145.06308913,-37.8136276,144.9630576,8.80943384432937,167231
Brimbank (C),LGA21180,-37.74755294,144.8033107,-37.8136276,144.9630576,15.8455416035529,194319
Buloke (S),LGA21270,-35.91238555,143.0049303,-37.8136276,144.9630576,273.918967947162,6201
Campaspe (S),LGA21370,-36.3451923,144.716414,-37.8136276,144.9630576,164.741798317292,37061
Cardinia (S),LGA21450,-38.08301379,145.57268532,-37.8136276,144.9630576,61.2753364653205,94128
Casey (C),LGA21610,-38.10435016,145.30901095,-37.8136276,144.9630576,44.3277559464879,299301
Central Goldfields (S),LGA21670,-37.00716246,143.71384065,-37.8136276,144.9630576,142.177567707667,12995
Colac-Otway (S),LGA21750,-38.45196091,143.59518177,-37.8136276,144.9630576,139.10811530373,20972
Corangamite (S),LGA21830,-38.20432331,143.1986512,-37.8136276,144.9630576,160.568820769907,16051
Darebin (C),LGA21890,-37.73345861,145.01433314,-37.8136276,144.9630576,9.98884382038569,146719
East Gippsland (S),LGA22110,-37.37801723,148.2916666,-37.8136276,144.9630576,297.218406845882,45040
Frankston (C),LGA22170,-38.13460819,145.17379881,-37.8136276,144.9630576,40.1882857516756,134143
Gannawarra (S),LGA22250,-35.75158154,143.80423228,-37.8136276,144.9630576,251.437730694361,10549
Glen Eira (C),LGA22310,-37.90120582,145.04260255,-37.8136276,144.9630576,11.9834286537348,140875
Glenelg (S),LGA22410,-37.87049853,141.38572819,-37.8136276,144.9630576,314.173892804409,19557
Golden Plains (S),LGA22490,-37.88206522,143.84251106,-37.8136276,144.9630576,98.6820405907796,21688
Greater Bendigo (C),LGA22620,-36.73444118,144.42264588,-37.8136276,144.9630576,129.175534389843,110477
Greater Dandenong (C),LGA22670,-38.00558933,145.19000911,-37.8136276,144.9630576,29.1898537702983,152050
Greater Geelong (C),LGA22750,-38.06895866,144.41716238,-37.8136276,144.9630576,55.657042957563,233429
Greater Shepparton (C),LGA22830,-36.39699454,145.38619913,-37.8136276,144.9630576,161.929648385993,63837
Hepburn (S),LGA22910,-37.31693705,144.0575605,-37.8136276,144.9630576,97.0556882816733,15330
Hindmarsh (S),LGA22980,-36.05151799,141.75255415,-37.8136276,144.9630576,346.115961699701,5721
Hobsons Bay (C),LGA23110,-37.85472062,144.82975767,-37.8136276,144.9630576,12.5666360744799,88778
Horsham (RC),LGA23190,-36.82574524,142.0904501,-37.8136276,144.9630576,276.739710954457,19642
Hume (C),LGA23270,-37.58918224,144.82453427,-37.8136276,144.9630576,27.7738170528466,197376
Indigo (S),LGA23350,-36.22554892,146.72309385,-37.8136276,144.9630576,235.784794440561,15952
Kingston (C) (Vic.),LGA23430,-37.98858353,145.10507228,-37.8136276,144.9630576,23.1025905851588,151389
Knox (C),LGA23670,-37.88898225,145.25866968,-37.8136276,144.9630576,27.2737758825108,154110
Latrobe (C) (Vic.),LGA23810,-38.27456455,146.43813509,-37.8136276,144.9630576,138.967363799669,73257
Loddon (S),LGA23940,-36.36390536,143.86714229,-37.8136276,144.9630576,188.239105544767,7516
Macedon Ranges (S),LGA24130,-37.33566772,144.6166136,-37.8136276,144.9630576,61.2922282122199,46100
Manningham (C),LGA24210,-37.76159035,145.18856082,-37.8136276,144.9630576,20.6438130454261,116255
Mansfield (S),LGA24250,-37.20042706,146.20683574,-37.8136276,144.9630576,129.171860591428,8584
Maribyrnong (C),LGA24330,-37.79526741,144.87777229,-37.8136276,144.9630576,7.76597239673895,82288
Maroondah (C),LGA24410,-37.80487232,145.26526145,-37.8136276,144.9630576,26.5665085046531,110376
Melbourne (C),LGA24600,-37.81049808,144.94390487,-37.8136276,144.9630576,1.71811710427813,135959
Melton (C),LGA24650,-37.69300563,144.62598181,-37.8136276,144.9630576,32.5285140635526,135443
Mildura (RC),LGA24780,-34.86921286,141.68286211,-37.8136276,144.9630576,439.833015278053,53878
Mitchell (S),LGA24850,-37.13753045,145.00160516,-37.8136276,144.9630576,75.2554897400426,40918
Moira (S),LGA24900,-36.06189191,145.55035824,-37.8136276,144.9630576,201.655264038051,29112
Monash (C),LGA24970,-37.89714147,145.14403346,-37.8136276,144.9630576,18.403545211805,182618
Moonee Valley (C),LGA25060,-37.74949992,144.89576167,-37.8136276,144.9630576,9.26412375803588,116671
Moorabool (S),LGA25150,-37.63277513,144.21565037,-37.8136276,144.9630576,68.7432895535875,31818
Moreland (C),LGA25250,-37.72991856,144.948888,-37.8136276,144.9630576,9.39097183566922,162558
Mornington Peninsula (S),LGA25340,-38.34168734,145.03533172,-37.8136276,144.9630576,59.0573592253552,154999
Mount Alexander (S),LGA25430,-37.05079024,144.1929367,-37.8136276,144.9630576,108.714025055643,18761
Moyne (S),LGA25490,-38.12245428,142.49003567,-37.8136276,144.9630576,219.483415758975,16495
Murrindindi (S),LGA25620,-37.31098104,145.63010535,-37.8136276,144.9630576,81.1218154056554,13732
Nillumbik (S),LGA25710,-37.62291463,145.23680435,-37.8136276,144.9630576,32.08537141297,61273
Northern Grampians (S),LGA25810,-36.844629,142.91964299,-37.8136276,144.9630576,210.35623252316,11439
Port Phillip (C),LGA25900,-37.85181579,144.96579724,-37.8136276,144.9630576,4.25314388246492,100863
Pyrenees (S),LGA25990,-37.31645794,143.37504108,-37.8136276,144.9630576,150.48700181366,7238
Queenscliffe (B),LGA26080,-38.2642803,144.6477154,-37.8136276,144.9630576,57.2162544857975,2853
South Gippsland (S),LGA26170,-38.6213771,146.07599188,-37.8136276,144.9630576,132.363237976054,28703
Southern Grampians (S),LGA26260,-37.53653334,142.03309397,-37.8136276,144.9630576,259.688093968261,15944
Stonnington (C),LGA26350,-37.85795483,145.03365691,-37.8136276,144.9630576,7.92047141884764,103832
Strathbogie (S),LGA26430,-36.76033144,145.43491751,-37.8136276,144.9630576,124.337586770758,10274
Surf Coast (S),LGA26490,-38.31230179,144.05312205,-37.8136276,144.9630576,97.0601435247996,29397
Swan Hill (RC),LGA26610,-35.12020531,143.1254554,-37.8136276,144.9630576,341.592716575461,20584
Towong (S),LGA26670,-36.35445047,147.59885786,-37.8136276,144.9630576,284.573759388237,5985
Wangaratta (RC),LGA26700,-36.58826892,146.42838546,-37.8136276,144.9630576,188.166133712222,28310
Warrnambool (C),LGA26730,-38.37144385,142.51181388,-37.8136276,144.9630576,223.292672463031,33655
Wellington (S),LGA26810,-37.89435055,146.91934771,-37.8136276,144.9630576,171.987550416492,42983
West Wimmera (S),LGA26890,-36.67556543,141.27936333,-37.8136276,144.9630576,349.734499631752,3903
Whitehorse (C),LGA26980,-37.83024851,145.15505992,-37.8136276,144.9630576,16.9655114794034,162078
Whittlesea (C),LGA27070,-37.54721249,145.07769266,-37.8136276,144.9630576,31.2946379828813,197491
Wodonga (C),LGA27170,-36.15055606,146.8826174,-37.8136276,144.9630576,251.520984926931,39351
Wyndham (C),LGA27260,-37.886647,144.61825238,-37.8136276,144.9630576,31.3442896315426,217122
Yarra (C),LGA27350,-37.80228082,144.99854855,-37.8136276,144.9630576,3.3635493271758,86657
Yarra Ranges (S),LGA27450,-37.71427637,145.69703661,-37.8136276,144.9630576,65.4585268098054,149537
Yarriambiack (S),LGA27630,-35.99006415,142.41900923,-37.8136276,144.9630576,303.766336653138,6674
Unincorporated Vic,LGA29399,-37.89911012,145.89278994,-37.8136276,144.9630576,82.1762689577134,876
Aurukun (S),LGA30250,-13.60937695,141.82844659,-27.4697707,153.0251235,1929.91728337065,1269
Balonne (S),LGA30300,-28.31589448,148.1161709,-27.4697707,153.0251235,491.484921282389,4377
Banana (S),LGA30370,-24.93516691,149.93870351,-27.4697707,153.0251235,417.395630424791,14319
Barcaldine (R),LGA30410,-23.11368703,145.6934209,-27.4697707,153.0251235,881.683060166551,2865
Barcoo (S),LGA30450,-25.13106967,142.26746187,-27.4697707,153.0251235,1103.0250568223,267
Blackall-Tambo (R),LGA30760,-24.78563034,145.79125585,-27.4697707,153.0251235,781.228235322257,1903
Boulia (S),LGA30900,-22.48046453,139.24645429,-27.4697707,153.0251235,1494.327957439,426
Brisbane (C),LGA31000,-27.43784099,153.03900329,-27.4697707,153.0251235,3.8054133003913,1131155
Bulloo (S),LGA31750,-28.02130615,142.59483607,-27.4697707,153.0251235,1027.96214632874,353
Bundaberg (R),LGA31820,-24.96787263,152.03590118,-27.4697707,153.0251235,295.176596309393,92897
Burdekin (S),LGA31900,-19.82358277,147.24310541,-27.4697707,153.0251235,1033.8618967778,17074
Burke (S),LGA31950,-18.03133151,138.94768408,-27.4697707,153.0251235,1782.27828875534,328
Cairns (R),LGA32080,-17.16016024,145.81900114,-27.4697707,153.0251235,1364.30558041736,156901
Carpentaria (S),LGA32250,-17.44439712,141.36474592,-27.4697707,153.0251235,1634.698566071,1958
Cassowary Coast (R),LGA32260,-17.95955139,145.92597237,-27.4697707,153.0251235,1283.17681871737,28726
Central Highlands (R) (Qld),LGA32270,-24.03145696,148.415812,-27.4697707,153.0251235,599.28861160112,27999
Charters Towers (R),LGA32310,-20.14886267,145.78820293,-27.4697707,153.0251235,1097.00124730191,11876
Cherbourg (S),LGA32330,-26.28880855,151.93599303,-27.4697707,153.0251235,170.035363793003,1269
Cloncurry (S),LGA32450,-20.81770446,140.2647626,-27.4697707,153.0251235,1489.74950201284,3032
Cook (S),LGA32500,-14.23598838,143.25974703,-27.4697707,153.0251235,1785.54740531222,4226
Croydon (S),LGA32600,-18.55409959,142.21680115,-27.4697707,153.0251235,1483.95560042451,294
Diamantina (S),LGA32750,-24.63027467,139.73181967,-27.4697707,153.0251235,1364.2142092976,291
Doomadgee (S),LGA32770,-17.5965287,138.78095322,-27.4697707,153.0251235,1826.43552117614,1405
Douglas (S),LGA32810,-16.22204082,145.28669679,-27.4697707,153.0251235,1482.88309812004,11714
Etheridge (S),LGA33100,-18.50462098,143.66040512,-27.4697707,153.0251235,1381.85314958779,799
Flinders (S) (Qld),LGA33200,-20.97388024,144.3217274,-27.4697707,153.0251235,1139.76956806399,1536
Fraser Coast (R),LGA33220,-25.52798321,152.67675529,-27.4697707,153.0251235,218.681799208862,101504
Gladstone (R),LGA33360,-24.1763232,151.30703083,-27.4697707,153.0251235,404.563095118522,61640
Gold Coast (C),LGA33430,-27.98055785,153.31847702,-27.4697707,153.0251235,63.7150761970443,555721
Goondiwindi (R),LGA33610,-28.37358977,150.33989274,-27.4697707,153.0251235,282.309528176432,10630
Gympie (R),LGA33620,-26.14703772,152.46363462,-27.4697707,153.0251235,157.282603995296,49559
Hinchinbrook (S),LGA33800,-18.66189497,146.04760884,-27.4697707,153.0251235,1211.24872187915,10885
Hope Vale (S),LGA33830,-15.16724626,145.19200523,-27.4697707,153.0251235,1589.31167299301,918
Ipswich (C),LGA33960,-27.66448157,152.66628119,-27.4697707,153.0251235,41.4715915098651,193733
Isaac (R),LGA33980,-22.23810156,147.89185171,-27.4697707,153.0251235,778.670026113635,20940
Kowanyama (S),LGA34420,-15.31952785,141.81056355,-27.4697707,153.0251235,1779.16782381847,944
Livingstone (S),LGA34530,-22.79598425,150.19347439,-27.4697707,153.0251235,592.678799758237,36272
Lockhart River (S),LGA34570,-13.00548318,143.24024712,-27.4697707,153.0251235,1902.85167427912,712
Lockyer Valley (R),LGA34580,-27.64272986,152.24055216,-27.4697707,153.0251235,79.6986426894694,38609
Logan (C),LGA34590,-27.76239608,153.04020703,-27.4697707,153.0251235,32.5723780215724,303386
Longreach (R),LGA34710,-23.71813391,143.95931906,-27.4697707,153.0251235,999.885561643974,3660
Mackay (R),LGA34770,-21.13909186,148.80424296,-27.4697707,153.0251235,823.517408797085,114969
McKinlay (S),LGA34800,-20.53399759,141.58696429,-27.4697707,153.0251235,1393.33964207949,796
Mapoon (S),LGA34830,-12.14176175,141.9198042,-27.4697707,153.0251235,2059.86956869046,310
Maranoa (R),LGA34860,-26.5443438,148.28738686,-27.4697707,153.0251235,480.475657619815,12666
Mareeba (S),LGA34880,-16.98496464,143.95536089,-27.4697707,153.0251235,1492.26541799763,21557
Moreton Bay (R),LGA35010,-27.11799306,152.8831201,-27.4697707,153.0251235,41.5566022971414,425302
Mornington (S),LGA35250,-16.63183326,139.40131196,-27.4697707,153.0251235,1847.61210114831,1143
Mount Isa (C),LGA35300,-19.95391499,138.78226236,-27.4697707,153.0251235,1671.67785286999,18671
Murweh (S),LGA35600,-26.18967957,146.48947618,-27.4697707,153.0251235,663.843601265031,4307
Napranum (S),LGA35670,-12.51576777,142.11243819,-27.4697707,153.0251235,2013.56188209854,957
Noosa (S),LGA35740,-26.32485421,152.94557597,-27.4697707,153.0251235,127.553049038175,52149
North Burnett (R),LGA35760,-25.35528358,151.2041668,-27.4697707,153.0251235,296.918361813601,10478
Northern Peninsula Area (R),LGA35780,-11.00491619,142.31289021,-27.4697707,153.0251235,2145.77118635701,2796
Palm Island (S),LGA35790,-18.73136093,146.6002524,-27.4697707,153.0251235,1172.42941630683,2446
Paroo (S),LGA35800,-28.0729194,145.77128206,-27.4697707,153.0251235,716.717708097311,1640
Pormpuraaw (S),LGA36070,-14.71940668,141.80739752,-27.4697707,153.0251235,1831.87638565002,749
Quilpie (S),LGA36150,-26.34882992,143.89343841,-27.4697707,153.0251235,913.772566920909,813
Redland (C),LGA36250,-27.56859849,153.36084295,-27.4697707,153.0251235,34.882769918699,147010
Richmond (S),LGA36300,-20.54065546,142.9010569,-27.4697707,153.0251235,1284.01262073669,791
Rockhampton (R),LGA36370,-23.44114359,150.21842066,-27.4697707,153.0251235,529.169415452408,79726
Scenic Rim (R),LGA36510,-28.06178715,152.79622117,-27.4697707,153.0251235,69.5753177978218,40072
